Query,Result
22,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer1481, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4936, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11906, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5984, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11779, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8252, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10622]"
23,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer7277, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16281]"
24,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer8384, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10988, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17320]"
25,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer3358, http://db.uwaterloo.ca/~galuc/wsdbm/Offer15997, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14291, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12325, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11388, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16489, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1458]"
26,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer9306, http://db.uwaterloo.ca/~galuc/wsdbm/Offer15710, http://db.uwaterloo.ca/~galuc/wsdbm/Offer495, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16295]"
27,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer591, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6135, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8117, http://db.uwaterloo.ca/~galuc/wsdbm/Offer3883, http://db.uwaterloo.ca/~galuc/wsdbm/Offer9593, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1660]"
28,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer9837, http://db.uwaterloo.ca/~galuc/wsdbm/Offer13347, http://db.uwaterloo.ca/~galuc/wsdbm/Offer7450, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1727]"
29,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer17516, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17929, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6450]"
30,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer16767, http://db.uwaterloo.ca/~galuc/wsdbm/Offer7604, http://db.uwaterloo.ca/~galuc/wsdbm/Offer849, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6281, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16060, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10808, http://db.uwaterloo.ca/~galuc/wsdbm/Offer13213, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1789, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8564]"
31,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer14015, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12212, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17192, http://db.uwaterloo.ca/~galuc/wsdbm/Offer13557]"
32,[http://db.uwaterloo.ca/~galuc/wsdbm/Offer7469]
33,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer14854, http://db.uwaterloo.ca/~galuc/wsdbm/Offer146, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14911, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16384]"
34,[http://db.uwaterloo.ca/~galuc/wsdbm/Offer11314]
35,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer11891, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8498]"
36,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer956, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12920, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11057, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8137]"
37,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer5702, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12752, http://db.uwaterloo.ca/~galuc/wsdbm/Offer9961, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10743, http://db.uwaterloo.ca/~galuc/wsdbm/Offer981]"
38,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer74, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10607, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6423]"
39,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer10233, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8945]"
40,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer15103, http://db.uwaterloo.ca/~galuc/wsdbm/Offer2925]"
41,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer12656, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10658, http://db.uwaterloo.ca/~galuc/wsdbm/Offer15232, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6113, http://db.uwaterloo.ca/~galuc/wsdbm/Offer13217]"
42,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer9532, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4841, http://db.uwaterloo.ca/~galuc/wsdbm/Offer3295, http://db.uwaterloo.ca/~galuc/wsdbm/Offer2320, http://db.uwaterloo.ca/~galuc/wsdbm/Offer13528]"
43,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer2482, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5608, http://db.uwaterloo.ca/~galuc/wsdbm/Offer15973, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10411, http://db.uwaterloo.ca/~galuc/wsdbm/Offer977]"
44,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer5417, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12065, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1825, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1070, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17112, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12907, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11058]"
45,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer5676, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11775, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6305, http://db.uwaterloo.ca/~galuc/wsdbm/Offer2284, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6136, http://db.uwaterloo.ca/~galuc/wsdbm/Offer9580, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11827, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6959, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5313, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12074]"
46,[http://db.uwaterloo.ca/~galuc/wsdbm/Offer10707]
47,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer11729, http://db.uwaterloo.ca/~galuc/wsdbm/Offer13192, http://db.uwaterloo.ca/~galuc/wsdbm/Offer590]"
48,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer14408, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4946, http://db.uwaterloo.ca/~galuc/wsdbm/Offer7788, http://db.uwaterloo.ca/~galuc/wsdbm/Offer13455, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8920, http://db.uwaterloo.ca/~galuc/wsdbm/Offer7021, http://db.uwaterloo.ca/~galuc/wsdbm/Offer7207, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14673]"
49,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer14948, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8774, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16518]"
50,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer1600, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12938, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16555, http://db.uwaterloo.ca/~galuc/wsdbm/Offer846, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14256, http://db.uwaterloo.ca/~galuc/wsdbm/Offer3382, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17831]"
51,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer5703, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8177, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14195, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16137, http://db.uwaterloo.ca/~galuc/wsdbm/Offer9064]"
52,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer9702, http://db.uwaterloo.ca/~galuc/wsdbm/Offer7437, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4048]"
53,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer3519, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12542]"
54,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer2301, http://db.uwaterloo.ca/~galuc/wsdbm/Offer2231]"
55,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer7554, http://db.uwaterloo.ca/~galuc/wsdbm/Offer15614, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11252]"
56,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer16733, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8733, http://db.uwaterloo.ca/~galuc/wsdbm/Offer3500]"
57,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer15777, http://db.uwaterloo.ca/~galuc/wsdbm/Offer7583, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14430, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12143, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17179]"
58,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer5245, http://db.uwaterloo.ca/~galuc/wsdbm/Offer15194, http://db.uwaterloo.ca/~galuc/wsdbm/Offer9575, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14152]"
59,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer7741, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5059, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14031, http://db.uwaterloo.ca/~galuc/wsdbm/Offer2944]"
60,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer12163, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12539, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10925]"
61,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer9202, http://db.uwaterloo.ca/~galuc/wsdbm/Offer357]"
62,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer1804, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17166, http://db.uwaterloo.ca/~galuc/wsdbm/Offer3690, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8147, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1726, http://db.uwaterloo.ca/~galuc/wsdbm/Offer3103, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17350]"
63,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer14854, http://db.uwaterloo.ca/~galuc/wsdbm/Offer146, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14911, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16384]"
64,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer14547, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5615]"
65,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer15896, http://db.uwaterloo.ca/~galuc/wsdbm/Offer3918, http://db.uwaterloo.ca/~galuc/wsdbm/Offer9269, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17977, http://db.uwaterloo.ca/~galuc/wsdbm/Offer157, http://db.uwaterloo.ca/~galuc/wsdbm/Offer9998, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12733]"
66,[http://db.uwaterloo.ca/~galuc/wsdbm/Offer2697]
67,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer14298, http://db.uwaterloo.ca/~galuc/wsdbm/Offer9147, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5041]"
68,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer2468, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11750, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14739, http://db.uwaterloo.ca/~galuc/wsdbm/Offer2993, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8662]"
69,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer14199, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4717, http://db.uwaterloo.ca/~galuc/wsdbm/Offer7711]"
70,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer4245, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5287, http://db.uwaterloo.ca/~galuc/wsdbm/Offer693, http://db.uwaterloo.ca/~galuc/wsdbm/Offer13318]"
71,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer9775, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11087, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10397]"
72,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer15196, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4429, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8802, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16413]"
73,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer10465, http://db.uwaterloo.ca/~galuc/wsdbm/Offer2026, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11965, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10472]"
74,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer4143, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4289, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14431]"
75,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer9670, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6686, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10241, http://db.uwaterloo.ca/~galuc/wsdbm/Offer9874, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8441, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14597, http://db.uwaterloo.ca/~galuc/wsdbm/Offer13536]"
76,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer9299, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6201]"
77,[]
78,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer7825, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5117, http://db.uwaterloo.ca/~galuc/wsdbm/Offer7406]"
79,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer13947, http://db.uwaterloo.ca/~galuc/wsdbm/Offer3082, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14206, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14440, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4686, http://db.uwaterloo.ca/~galuc/wsdbm/Offer676]"
80,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer3358, http://db.uwaterloo.ca/~galuc/wsdbm/Offer15997, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14291, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12325, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11388, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16489, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1458]"
81,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer451, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17592, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4512, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4368]"
82,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer160, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4838, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1673]"
83,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer11250, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16978, http://db.uwaterloo.ca/~galuc/wsdbm/Offer13126, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12274, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1038]"
84,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer4211, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12607, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4846, http://db.uwaterloo.ca/~galuc/wsdbm/Offer3732]"
85,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer6919, http://db.uwaterloo.ca/~galuc/wsdbm/Offer7717, http://db.uwaterloo.ca/~galuc/wsdbm/Offer7973, http://db.uwaterloo.ca/~galuc/wsdbm/Offer7421, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12011]"
86,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer2713, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1533, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10226, http://db.uwaterloo.ca/~galuc/wsdbm/Offer58, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12923]"
87,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer37, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8604, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12975, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16358]"
88,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer178, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6389, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17833, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14558, http://db.uwaterloo.ca/~galuc/wsdbm/Offer14649, http://db.uwaterloo.ca/~galuc/wsdbm/Offer9214]"
89,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer12365, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1495, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4092, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4034, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4678]"
90,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer12005, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12664, http://db.uwaterloo.ca/~galuc/wsdbm/Offer2124, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17666, http://db.uwaterloo.ca/~galuc/wsdbm/Offer2969]"
91,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer13971, http://db.uwaterloo.ca/~galuc/wsdbm/Offer2869, http://db.uwaterloo.ca/~galuc/wsdbm/Offer3707, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5328, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16001, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16452]"
92,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer16719, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17344]"
93,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer16602, http://db.uwaterloo.ca/~galuc/wsdbm/Offer15857, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11840, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4518, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4953, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11073, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6516, http://db.uwaterloo.ca/~galuc/wsdbm/Offer3106]"
94,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer10639, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8656]"
95,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer8212, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6461, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5474, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10209]"
96,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer16566, http://db.uwaterloo.ca/~galuc/wsdbm/Offer3954, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17976]"
97,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer8424, http://db.uwaterloo.ca/~galuc/wsdbm/Offer2038, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10714, http://db.uwaterloo.ca/~galuc/wsdbm/Offer11085, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12855]"
98,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer4517, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6990, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4839]"
99,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer6314, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12992, http://db.uwaterloo.ca/~galuc/wsdbm/Offer10484]"
100,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer4233, http://db.uwaterloo.ca/~galuc/wsdbm/Offer9422, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1234]"
101,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer8944, http://db.uwaterloo.ca/~galuc/wsdbm/Offer12616, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1817]"
102,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer13137, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16222, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5848, http://db.uwaterloo.ca/~galuc/wsdbm/Offer7626, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8171, http://db.uwaterloo.ca/~galuc/wsdbm/Offer4963, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8045, http://db.uwaterloo.ca/~galuc/wsdbm/Offer13005, http://db.uwaterloo.ca/~galuc/wsdbm/Offer292]"
103,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer17069, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5690, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5174, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5440, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16363]"
104,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer11552, http://db.uwaterloo.ca/~galuc/wsdbm/Offer13166]"
105,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer3600, http://db.uwaterloo.ca/~galuc/wsdbm/Offer2679, http://db.uwaterloo.ca/~galuc/wsdbm/Offer8976, http://db.uwaterloo.ca/~galuc/wsdbm/Offer17888, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16654, http://db.uwaterloo.ca/~galuc/wsdbm/Offer16178]"
106,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer2294, http://db.uwaterloo.ca/~galuc/wsdbm/Offer1881, http://db.uwaterloo.ca/~galuc/wsdbm/Offer5718, http://db.uwaterloo.ca/~galuc/wsdbm/Offer6667]"
107,"[http://db.uwaterloo.ca/~galuc/wsdbm/Offer2093, http://db.uwaterloo.ca/~galuc/wsdbm/Offer7423]"
