Query,Result
11,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11733, http://db.uwaterloo.ca/~galuc/wsdbm/User2132, http://db.uwaterloo.ca/~galuc/wsdbm/User3149, http://db.uwaterloo.ca/~galuc/wsdbm/User17865, http://db.uwaterloo.ca/~galuc/wsdbm/User15993, http://db.uwaterloo.ca/~galuc/wsdbm/User3935, http://db.uwaterloo.ca/~galuc/wsdbm/User14057, http://db.uwaterloo.ca/~galuc/wsdbm/User1299, http://db.uwaterloo.ca/~galuc/wsdbm/User3097, http://db.uwaterloo.ca/~galuc/wsdbm/User13130, http://db.uwaterloo.ca/~galuc/wsdbm/User18624, http://db.uwaterloo.ca/~galuc/wsdbm/User9861]"
12,"[http://db.uwaterloo.ca/~galuc/wsdbm/User687, http://db.uwaterloo.ca/~galuc/wsdbm/User1615, http://db.uwaterloo.ca/~galuc/wsdbm/User12246, http://db.uwaterloo.ca/~galuc/wsdbm/User8430, http://db.uwaterloo.ca/~galuc/wsdbm/User9002, http://db.uwaterloo.ca/~galuc/wsdbm/User17447]"
13,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11483, http://db.uwaterloo.ca/~galuc/wsdbm/User13543, http://db.uwaterloo.ca/~galuc/wsdbm/User17805, http://db.uwaterloo.ca/~galuc/wsdbm/User14302, http://db.uwaterloo.ca/~galuc/wsdbm/User7042, http://db.uwaterloo.ca/~galuc/wsdbm/User14836, http://db.uwaterloo.ca/~galuc/wsdbm/User11655, http://db.uwaterloo.ca/~galuc/wsdbm/User9831, http://db.uwaterloo.ca/~galuc/wsdbm/User18964]"
14,"[http://db.uwaterloo.ca/~galuc/wsdbm/User15548, http://db.uwaterloo.ca/~galuc/wsdbm/User5004, http://db.uwaterloo.ca/~galuc/wsdbm/User3298, http://db.uwaterloo.ca/~galuc/wsdbm/User11083, http://db.uwaterloo.ca/~galuc/wsdbm/User2375, http://db.uwaterloo.ca/~galuc/wsdbm/User15760, http://db.uwaterloo.ca/~galuc/wsdbm/User2571, http://db.uwaterloo.ca/~galuc/wsdbm/User9345, http://db.uwaterloo.ca/~galuc/wsdbm/User3394]"
15,"[http://db.uwaterloo.ca/~galuc/wsdbm/User16216, http://db.uwaterloo.ca/~galuc/wsdbm/User7492, http://db.uwaterloo.ca/~galuc/wsdbm/User1732, http://db.uwaterloo.ca/~galuc/wsdbm/User6369, http://db.uwaterloo.ca/~galuc/wsdbm/User3205, http://db.uwaterloo.ca/~galuc/wsdbm/User9553, http://db.uwaterloo.ca/~galuc/wsdbm/User17722, http://db.uwaterloo.ca/~galuc/wsdbm/User19848, http://db.uwaterloo.ca/~galuc/wsdbm/User14042, http://db.uwaterloo.ca/~galuc/wsdbm/User19803, http://db.uwaterloo.ca/~galuc/wsdbm/User7752]"
16,"[http://db.uwaterloo.ca/~galuc/wsdbm/User865, http://db.uwaterloo.ca/~galuc/wsdbm/User18177, http://db.uwaterloo.ca/~galuc/wsdbm/User1180, http://db.uwaterloo.ca/~galuc/wsdbm/User5532, http://db.uwaterloo.ca/~galuc/wsdbm/User17864, http://db.uwaterloo.ca/~galuc/wsdbm/User10828, http://db.uwaterloo.ca/~galuc/wsdbm/User2408, http://db.uwaterloo.ca/~galuc/wsdbm/User15374, http://db.uwaterloo.ca/~galuc/wsdbm/User541, http://db.uwaterloo.ca/~galuc/wsdbm/User16364, http://db.uwaterloo.ca/~galuc/wsdbm/User15646, http://db.uwaterloo.ca/~galuc/wsdbm/User13277, http://db.uwaterloo.ca/~galuc/wsdbm/User17389, http://db.uwaterloo.ca/~galuc/wsdbm/User11280]"
17,"[http://db.uwaterloo.ca/~galuc/wsdbm/User7497, http://db.uwaterloo.ca/~galuc/wsdbm/User1796, http://db.uwaterloo.ca/~galuc/wsdbm/User18968, http://db.uwaterloo.ca/~galuc/wsdbm/User2188, http://db.uwaterloo.ca/~galuc/wsdbm/User17136, http://db.uwaterloo.ca/~galuc/wsdbm/User19898, http://db.uwaterloo.ca/~galuc/wsdbm/User19872, http://db.uwaterloo.ca/~galuc/wsdbm/User15783, http://db.uwaterloo.ca/~galuc/wsdbm/User7843, http://db.uwaterloo.ca/~galuc/wsdbm/User12105, http://db.uwaterloo.ca/~galuc/wsdbm/User1744]"
18,"[http://db.uwaterloo.ca/~galuc/wsdbm/User6832, http://db.uwaterloo.ca/~galuc/wsdbm/User16695, http://db.uwaterloo.ca/~galuc/wsdbm/User18001, http://db.uwaterloo.ca/~galuc/wsdbm/User18775, http://db.uwaterloo.ca/~galuc/wsdbm/User2141, http://db.uwaterloo.ca/~galuc/wsdbm/User9441, http://db.uwaterloo.ca/~galuc/wsdbm/User3261, http://db.uwaterloo.ca/~galuc/wsdbm/User15094, http://db.uwaterloo.ca/~galuc/wsdbm/User1865, http://db.uwaterloo.ca/~galuc/wsdbm/User3992, http://db.uwaterloo.ca/~galuc/wsdbm/User18310, http://db.uwaterloo.ca/~galuc/wsdbm/User16628, http://db.uwaterloo.ca/~galuc/wsdbm/User18160, http://db.uwaterloo.ca/~galuc/wsdbm/User13101, http://db.uwaterloo.ca/~galuc/wsdbm/User522, http://db.uwaterloo.ca/~galuc/wsdbm/User18294, http://db.uwaterloo.ca/~galuc/wsdbm/User18296, http://db.uwaterloo.ca/~galuc/wsdbm/User18501, http://db.uwaterloo.ca/~galuc/wsdbm/User18008, http://db.uwaterloo.ca/~galuc/wsdbm/User14797, http://db.uwaterloo.ca/~galuc/wsdbm/User17602, http://db.uwaterloo.ca/~galuc/wsdbm/User3056, http://db.uwaterloo.ca/~galuc/wsdbm/User2657, http://db.uwaterloo.ca/~galuc/wsdbm/User17223]"
19,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11256, http://db.uwaterloo.ca/~galuc/wsdbm/User2928, http://db.uwaterloo.ca/~galuc/wsdbm/User14915, http://db.uwaterloo.ca/~galuc/wsdbm/User16628, http://db.uwaterloo.ca/~galuc/wsdbm/User2270, http://db.uwaterloo.ca/~galuc/wsdbm/User2918, http://db.uwaterloo.ca/~galuc/wsdbm/User12747, http://db.uwaterloo.ca/~galuc/wsdbm/User13559, http://db.uwaterloo.ca/~galuc/wsdbm/User19925, http://db.uwaterloo.ca/~galuc/wsdbm/User18804, http://db.uwaterloo.ca/~galuc/wsdbm/User11470]"
20,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17113, http://db.uwaterloo.ca/~galuc/wsdbm/User2516, http://db.uwaterloo.ca/~galuc/wsdbm/User12815]"
21,"[http://db.uwaterloo.ca/~galuc/wsdbm/User10413, http://db.uwaterloo.ca/~galuc/wsdbm/User6729, http://db.uwaterloo.ca/~galuc/wsdbm/User10378, http://db.uwaterloo.ca/~galuc/wsdbm/User9957, http://db.uwaterloo.ca/~galuc/wsdbm/User15336, http://db.uwaterloo.ca/~galuc/wsdbm/User15127, http://db.uwaterloo.ca/~galuc/wsdbm/User14716, http://db.uwaterloo.ca/~galuc/wsdbm/User7834, http://db.uwaterloo.ca/~galuc/wsdbm/User471, http://db.uwaterloo.ca/~galuc/wsdbm/User8815, http://db.uwaterloo.ca/~galuc/wsdbm/User567, http://db.uwaterloo.ca/~galuc/wsdbm/User17730]"
22,"[http://db.uwaterloo.ca/~galuc/wsdbm/User5097, http://db.uwaterloo.ca/~galuc/wsdbm/User15909, http://db.uwaterloo.ca/~galuc/wsdbm/User1262, http://db.uwaterloo.ca/~galuc/wsdbm/User19914, http://db.uwaterloo.ca/~galuc/wsdbm/User6333, http://db.uwaterloo.ca/~galuc/wsdbm/User17647, http://db.uwaterloo.ca/~galuc/wsdbm/User17742, http://db.uwaterloo.ca/~galuc/wsdbm/User7512, http://db.uwaterloo.ca/~galuc/wsdbm/User12747, http://db.uwaterloo.ca/~galuc/wsdbm/User12537, http://db.uwaterloo.ca/~galuc/wsdbm/User9928, http://db.uwaterloo.ca/~galuc/wsdbm/User18260, http://db.uwaterloo.ca/~galuc/wsdbm/User11474]"
23,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3157, http://db.uwaterloo.ca/~galuc/wsdbm/User12422, http://db.uwaterloo.ca/~galuc/wsdbm/User13049, http://db.uwaterloo.ca/~galuc/wsdbm/User16440, http://db.uwaterloo.ca/~galuc/wsdbm/User11622, http://db.uwaterloo.ca/~galuc/wsdbm/User10452, http://db.uwaterloo.ca/~galuc/wsdbm/User12774, http://db.uwaterloo.ca/~galuc/wsdbm/User14304, http://db.uwaterloo.ca/~galuc/wsdbm/User3776]"
24,"[http://db.uwaterloo.ca/~galuc/wsdbm/User7147, http://db.uwaterloo.ca/~galuc/wsdbm/User10190, http://db.uwaterloo.ca/~galuc/wsdbm/User14066, http://db.uwaterloo.ca/~galuc/wsdbm/User19455, http://db.uwaterloo.ca/~galuc/wsdbm/User18351, http://db.uwaterloo.ca/~galuc/wsdbm/User517, http://db.uwaterloo.ca/~galuc/wsdbm/User970, http://db.uwaterloo.ca/~galuc/wsdbm/User1699, http://db.uwaterloo.ca/~galuc/wsdbm/User14422, http://db.uwaterloo.ca/~galuc/wsdbm/User1348, http://db.uwaterloo.ca/~galuc/wsdbm/User4363, http://db.uwaterloo.ca/~galuc/wsdbm/User7035, http://db.uwaterloo.ca/~galuc/wsdbm/User3638, http://db.uwaterloo.ca/~galuc/wsdbm/User14553, http://db.uwaterloo.ca/~galuc/wsdbm/User16421, http://db.uwaterloo.ca/~galuc/wsdbm/User863, http://db.uwaterloo.ca/~galuc/wsdbm/User4345]"
25,"[http://db.uwaterloo.ca/~galuc/wsdbm/User19460, http://db.uwaterloo.ca/~galuc/wsdbm/User19521, http://db.uwaterloo.ca/~galuc/wsdbm/User3933, http://db.uwaterloo.ca/~galuc/wsdbm/User7806, http://db.uwaterloo.ca/~galuc/wsdbm/User2057]"
26,"[http://db.uwaterloo.ca/~galuc/wsdbm/User15111, http://db.uwaterloo.ca/~galuc/wsdbm/User14859, http://db.uwaterloo.ca/~galuc/wsdbm/User7907, http://db.uwaterloo.ca/~galuc/wsdbm/User13718, http://db.uwaterloo.ca/~galuc/wsdbm/User12463, http://db.uwaterloo.ca/~galuc/wsdbm/User3778, http://db.uwaterloo.ca/~galuc/wsdbm/User1218, http://db.uwaterloo.ca/~galuc/wsdbm/User13628, http://db.uwaterloo.ca/~galuc/wsdbm/User18606, http://db.uwaterloo.ca/~galuc/wsdbm/User12750, http://db.uwaterloo.ca/~galuc/wsdbm/User15352, http://db.uwaterloo.ca/~galuc/wsdbm/User11376, http://db.uwaterloo.ca/~galuc/wsdbm/User4059, http://db.uwaterloo.ca/~galuc/wsdbm/User5780]"
27,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17214, http://db.uwaterloo.ca/~galuc/wsdbm/User10179, http://db.uwaterloo.ca/~galuc/wsdbm/User9037, http://db.uwaterloo.ca/~galuc/wsdbm/User10539, http://db.uwaterloo.ca/~galuc/wsdbm/User11579, http://db.uwaterloo.ca/~galuc/wsdbm/User2247, http://db.uwaterloo.ca/~galuc/wsdbm/User16066, http://db.uwaterloo.ca/~galuc/wsdbm/User12144, http://db.uwaterloo.ca/~galuc/wsdbm/User7247, http://db.uwaterloo.ca/~galuc/wsdbm/User19294, http://db.uwaterloo.ca/~galuc/wsdbm/User1264, http://db.uwaterloo.ca/~galuc/wsdbm/User5176, http://db.uwaterloo.ca/~galuc/wsdbm/User5297, http://db.uwaterloo.ca/~galuc/wsdbm/User12993, http://db.uwaterloo.ca/~galuc/wsdbm/User7348, http://db.uwaterloo.ca/~galuc/wsdbm/User3824, http://db.uwaterloo.ca/~galuc/wsdbm/User3748, http://db.uwaterloo.ca/~galuc/wsdbm/User19491, http://db.uwaterloo.ca/~galuc/wsdbm/User17329, http://db.uwaterloo.ca/~galuc/wsdbm/User19350, http://db.uwaterloo.ca/~galuc/wsdbm/User13413]"
28,"[http://db.uwaterloo.ca/~galuc/wsdbm/User1216, http://db.uwaterloo.ca/~galuc/wsdbm/User10539, http://db.uwaterloo.ca/~galuc/wsdbm/User8501, http://db.uwaterloo.ca/~galuc/wsdbm/User16509, http://db.uwaterloo.ca/~galuc/wsdbm/User7104, http://db.uwaterloo.ca/~galuc/wsdbm/User4797, http://db.uwaterloo.ca/~galuc/wsdbm/User10791, http://db.uwaterloo.ca/~galuc/wsdbm/User10956, http://db.uwaterloo.ca/~galuc/wsdbm/User16308, http://db.uwaterloo.ca/~galuc/wsdbm/User11473, http://db.uwaterloo.ca/~galuc/wsdbm/User17204, http://db.uwaterloo.ca/~galuc/wsdbm/User15477, http://db.uwaterloo.ca/~galuc/wsdbm/User3196, http://db.uwaterloo.ca/~galuc/wsdbm/User7819]"
29,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17093, http://db.uwaterloo.ca/~galuc/wsdbm/User8002, http://db.uwaterloo.ca/~galuc/wsdbm/User16931, http://db.uwaterloo.ca/~galuc/wsdbm/User14302, http://db.uwaterloo.ca/~galuc/wsdbm/User12246, http://db.uwaterloo.ca/~galuc/wsdbm/User654, http://db.uwaterloo.ca/~galuc/wsdbm/User6514]"
30,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8771, http://db.uwaterloo.ca/~galuc/wsdbm/User1009, http://db.uwaterloo.ca/~galuc/wsdbm/User11106, http://db.uwaterloo.ca/~galuc/wsdbm/User3952, http://db.uwaterloo.ca/~galuc/wsdbm/User2128, http://db.uwaterloo.ca/~galuc/wsdbm/User13217, http://db.uwaterloo.ca/~galuc/wsdbm/User5611, http://db.uwaterloo.ca/~galuc/wsdbm/User851, http://db.uwaterloo.ca/~galuc/wsdbm/User3961, http://db.uwaterloo.ca/~galuc/wsdbm/User1051]"
31,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8533, http://db.uwaterloo.ca/~galuc/wsdbm/User9660, http://db.uwaterloo.ca/~galuc/wsdbm/User13443, http://db.uwaterloo.ca/~galuc/wsdbm/User15192, http://db.uwaterloo.ca/~galuc/wsdbm/User16054, http://db.uwaterloo.ca/~galuc/wsdbm/User5234, http://db.uwaterloo.ca/~galuc/wsdbm/User10148, http://db.uwaterloo.ca/~galuc/wsdbm/User3832, http://db.uwaterloo.ca/~galuc/wsdbm/User2905, http://db.uwaterloo.ca/~galuc/wsdbm/User16903, http://db.uwaterloo.ca/~galuc/wsdbm/User9485, http://db.uwaterloo.ca/~galuc/wsdbm/User12774, http://db.uwaterloo.ca/~galuc/wsdbm/User19530, http://db.uwaterloo.ca/~galuc/wsdbm/User2491, http://db.uwaterloo.ca/~galuc/wsdbm/User2181, http://db.uwaterloo.ca/~galuc/wsdbm/User9147, http://db.uwaterloo.ca/~galuc/wsdbm/User5342, http://db.uwaterloo.ca/~galuc/wsdbm/User17172, http://db.uwaterloo.ca/~galuc/wsdbm/User16820, http://db.uwaterloo.ca/~galuc/wsdbm/User1423]"
32,"[http://db.uwaterloo.ca/~galuc/wsdbm/User9247, http://db.uwaterloo.ca/~galuc/wsdbm/User8622, http://db.uwaterloo.ca/~galuc/wsdbm/User16581, http://db.uwaterloo.ca/~galuc/wsdbm/User13897, http://db.uwaterloo.ca/~galuc/wsdbm/User1797, http://db.uwaterloo.ca/~galuc/wsdbm/User4797, http://db.uwaterloo.ca/~galuc/wsdbm/User2052, http://db.uwaterloo.ca/~galuc/wsdbm/User1570, http://db.uwaterloo.ca/~galuc/wsdbm/User13772, http://db.uwaterloo.ca/~galuc/wsdbm/User8112, http://db.uwaterloo.ca/~galuc/wsdbm/User1010, http://db.uwaterloo.ca/~galuc/wsdbm/User7651]"
33,"[http://db.uwaterloo.ca/~galuc/wsdbm/User10865, http://db.uwaterloo.ca/~galuc/wsdbm/User18119, http://db.uwaterloo.ca/~galuc/wsdbm/User8621, http://db.uwaterloo.ca/~galuc/wsdbm/User5875, http://db.uwaterloo.ca/~galuc/wsdbm/User6091, http://db.uwaterloo.ca/~galuc/wsdbm/User13801, http://db.uwaterloo.ca/~galuc/wsdbm/User16220, http://db.uwaterloo.ca/~galuc/wsdbm/User19461, http://db.uwaterloo.ca/~galuc/wsdbm/User6814, http://db.uwaterloo.ca/~galuc/wsdbm/User8356, http://db.uwaterloo.ca/~galuc/wsdbm/User1649, http://db.uwaterloo.ca/~galuc/wsdbm/User1330, http://db.uwaterloo.ca/~galuc/wsdbm/User15088, http://db.uwaterloo.ca/~galuc/wsdbm/User12755, http://db.uwaterloo.ca/~galuc/wsdbm/User19348, http://db.uwaterloo.ca/~galuc/wsdbm/User14573, http://db.uwaterloo.ca/~galuc/wsdbm/User12025, http://db.uwaterloo.ca/~galuc/wsdbm/User9242, http://db.uwaterloo.ca/~galuc/wsdbm/User19331, http://db.uwaterloo.ca/~galuc/wsdbm/User8135, http://db.uwaterloo.ca/~galuc/wsdbm/User7196, http://db.uwaterloo.ca/~galuc/wsdbm/User13099, http://db.uwaterloo.ca/~galuc/wsdbm/User245, http://db.uwaterloo.ca/~galuc/wsdbm/User14104, http://db.uwaterloo.ca/~galuc/wsdbm/User12729, http://db.uwaterloo.ca/~galuc/wsdbm/User17738, http://db.uwaterloo.ca/~galuc/wsdbm/User11996, http://db.uwaterloo.ca/~galuc/wsdbm/User18178, http://db.uwaterloo.ca/~galuc/wsdbm/User10433, http://db.uwaterloo.ca/~galuc/wsdbm/User13028, http://db.uwaterloo.ca/~galuc/wsdbm/User14835]"
34,"[http://db.uwaterloo.ca/~galuc/wsdbm/User14072, http://db.uwaterloo.ca/~galuc/wsdbm/User8360, http://db.uwaterloo.ca/~galuc/wsdbm/User13154, http://db.uwaterloo.ca/~galuc/wsdbm/User3467, http://db.uwaterloo.ca/~galuc/wsdbm/User3442, http://db.uwaterloo.ca/~galuc/wsdbm/User6911, http://db.uwaterloo.ca/~galuc/wsdbm/User15296, http://db.uwaterloo.ca/~galuc/wsdbm/User12312, http://db.uwaterloo.ca/~galuc/wsdbm/User17716, http://db.uwaterloo.ca/~galuc/wsdbm/User16752, http://db.uwaterloo.ca/~galuc/wsdbm/User12064, http://db.uwaterloo.ca/~galuc/wsdbm/User19715, http://db.uwaterloo.ca/~galuc/wsdbm/User4059, http://db.uwaterloo.ca/~galuc/wsdbm/User816]"
35,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3681, http://db.uwaterloo.ca/~galuc/wsdbm/User12422, http://db.uwaterloo.ca/~galuc/wsdbm/User11233, http://db.uwaterloo.ca/~galuc/wsdbm/User5262, http://db.uwaterloo.ca/~galuc/wsdbm/User15784, http://db.uwaterloo.ca/~galuc/wsdbm/User8344, http://db.uwaterloo.ca/~galuc/wsdbm/User851]"
36,"[http://db.uwaterloo.ca/~galuc/wsdbm/User16243, http://db.uwaterloo.ca/~galuc/wsdbm/User11539, http://db.uwaterloo.ca/~galuc/wsdbm/User5237, http://db.uwaterloo.ca/~galuc/wsdbm/User2956, http://db.uwaterloo.ca/~galuc/wsdbm/User14716, http://db.uwaterloo.ca/~galuc/wsdbm/User15409, http://db.uwaterloo.ca/~galuc/wsdbm/User8950, http://db.uwaterloo.ca/~galuc/wsdbm/User518, http://db.uwaterloo.ca/~galuc/wsdbm/User2568, http://db.uwaterloo.ca/~galuc/wsdbm/User1741, http://db.uwaterloo.ca/~galuc/wsdbm/User6168, http://db.uwaterloo.ca/~galuc/wsdbm/User19915]"
