Query,Result
307,"[http://db.uwaterloo.ca/~galuc/wsdbm/User2315, http://db.uwaterloo.ca/~galuc/wsdbm/User11453, http://db.uwaterloo.ca/~galuc/wsdbm/User11845, http://db.uwaterloo.ca/~galuc/wsdbm/User8615, http://db.uwaterloo.ca/~galuc/wsdbm/User18009, http://db.uwaterloo.ca/~galuc/wsdbm/User10766, http://db.uwaterloo.ca/~galuc/wsdbm/User18118, http://db.uwaterloo.ca/~galuc/wsdbm/User14474, http://db.uwaterloo.ca/~galuc/wsdbm/User9035, http://db.uwaterloo.ca/~galuc/wsdbm/User3145, http://db.uwaterloo.ca/~galuc/wsdbm/User17097, http://db.uwaterloo.ca/~galuc/wsdbm/User12693, http://db.uwaterloo.ca/~galuc/wsdbm/User18599, http://db.uwaterloo.ca/~galuc/wsdbm/User6064, http://db.uwaterloo.ca/~galuc/wsdbm/User330, http://db.uwaterloo.ca/~galuc/wsdbm/User19635, http://db.uwaterloo.ca/~galuc/wsdbm/User14836, http://db.uwaterloo.ca/~galuc/wsdbm/User11503, http://db.uwaterloo.ca/~galuc/wsdbm/User11608, http://db.uwaterloo.ca/~galuc/wsdbm/User10962, http://db.uwaterloo.ca/~galuc/wsdbm/User9238, http://db.uwaterloo.ca/~galuc/wsdbm/User1426, http://db.uwaterloo.ca/~galuc/wsdbm/User2, http://db.uwaterloo.ca/~galuc/wsdbm/User12841, http://db.uwaterloo.ca/~galuc/wsdbm/User18260, http://db.uwaterloo.ca/~galuc/wsdbm/User14784, http://db.uwaterloo.ca/~galuc/wsdbm/User1010, http://db.uwaterloo.ca/~galuc/wsdbm/User2910]"
308,"[http://db.uwaterloo.ca/~galuc/wsdbm/User9474, http://db.uwaterloo.ca/~galuc/wsdbm/User7472, http://db.uwaterloo.ca/~galuc/wsdbm/User15140, http://db.uwaterloo.ca/~galuc/wsdbm/User15711, http://db.uwaterloo.ca/~galuc/wsdbm/User1871, http://db.uwaterloo.ca/~galuc/wsdbm/User9521, http://db.uwaterloo.ca/~galuc/wsdbm/User14686, http://db.uwaterloo.ca/~galuc/wsdbm/User19721, http://db.uwaterloo.ca/~galuc/wsdbm/User8698, http://db.uwaterloo.ca/~galuc/wsdbm/User2232, http://db.uwaterloo.ca/~galuc/wsdbm/User12287, http://db.uwaterloo.ca/~galuc/wsdbm/User9666, http://db.uwaterloo.ca/~galuc/wsdbm/User1103, http://db.uwaterloo.ca/~galuc/wsdbm/User4138, http://db.uwaterloo.ca/~galuc/wsdbm/User7512, http://db.uwaterloo.ca/~galuc/wsdbm/User330, http://db.uwaterloo.ca/~galuc/wsdbm/User1924, http://db.uwaterloo.ca/~galuc/wsdbm/User14597, http://db.uwaterloo.ca/~galuc/wsdbm/User19980, http://db.uwaterloo.ca/~galuc/wsdbm/User18537, http://db.uwaterloo.ca/~galuc/wsdbm/User2743, http://db.uwaterloo.ca/~galuc/wsdbm/User12391, http://db.uwaterloo.ca/~galuc/wsdbm/User47]"
309,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13118, http://db.uwaterloo.ca/~galuc/wsdbm/User4285, http://db.uwaterloo.ca/~galuc/wsdbm/User10593, http://db.uwaterloo.ca/~galuc/wsdbm/User17173, http://db.uwaterloo.ca/~galuc/wsdbm/User1556, http://db.uwaterloo.ca/~galuc/wsdbm/User15833, http://db.uwaterloo.ca/~galuc/wsdbm/User2306, http://db.uwaterloo.ca/~galuc/wsdbm/User17484, http://db.uwaterloo.ca/~galuc/wsdbm/User7640, http://db.uwaterloo.ca/~galuc/wsdbm/User8378, http://db.uwaterloo.ca/~galuc/wsdbm/User19963, http://db.uwaterloo.ca/~galuc/wsdbm/User6965, http://db.uwaterloo.ca/~galuc/wsdbm/User855, http://db.uwaterloo.ca/~galuc/wsdbm/User11548, http://db.uwaterloo.ca/~galuc/wsdbm/User17961, http://db.uwaterloo.ca/~galuc/wsdbm/User18535, http://db.uwaterloo.ca/~galuc/wsdbm/User2819, http://db.uwaterloo.ca/~galuc/wsdbm/User13057, http://db.uwaterloo.ca/~galuc/wsdbm/User11919, http://db.uwaterloo.ca/~galuc/wsdbm/User1542, http://db.uwaterloo.ca/~galuc/wsdbm/User4385, http://db.uwaterloo.ca/~galuc/wsdbm/User17275, http://db.uwaterloo.ca/~galuc/wsdbm/User2395, http://db.uwaterloo.ca/~galuc/wsdbm/User3725, http://db.uwaterloo.ca/~galuc/wsdbm/User2309, http://db.uwaterloo.ca/~galuc/wsdbm/User13105, http://db.uwaterloo.ca/~galuc/wsdbm/User11561, http://db.uwaterloo.ca/~galuc/wsdbm/User18804, http://db.uwaterloo.ca/~galuc/wsdbm/User7005, http://db.uwaterloo.ca/~galuc/wsdbm/User11347, http://db.uwaterloo.ca/~galuc/wsdbm/User18466]"
310,"[http://db.uwaterloo.ca/~galuc/wsdbm/User15479, http://db.uwaterloo.ca/~galuc/wsdbm/User3063, http://db.uwaterloo.ca/~galuc/wsdbm/User13692, http://db.uwaterloo.ca/~galuc/wsdbm/User18378, http://db.uwaterloo.ca/~galuc/wsdbm/User6796, http://db.uwaterloo.ca/~galuc/wsdbm/User971, http://db.uwaterloo.ca/~galuc/wsdbm/User19793, http://db.uwaterloo.ca/~galuc/wsdbm/User2876, http://db.uwaterloo.ca/~galuc/wsdbm/User14703, http://db.uwaterloo.ca/~galuc/wsdbm/User15098, http://db.uwaterloo.ca/~galuc/wsdbm/User6152, http://db.uwaterloo.ca/~galuc/wsdbm/User8813, http://db.uwaterloo.ca/~galuc/wsdbm/User3917, http://db.uwaterloo.ca/~galuc/wsdbm/User3509, http://db.uwaterloo.ca/~galuc/wsdbm/User19631, http://db.uwaterloo.ca/~galuc/wsdbm/User19970, http://db.uwaterloo.ca/~galuc/wsdbm/User5418, http://db.uwaterloo.ca/~galuc/wsdbm/User11301, http://db.uwaterloo.ca/~galuc/wsdbm/User17560, http://db.uwaterloo.ca/~galuc/wsdbm/User19301, http://db.uwaterloo.ca/~galuc/wsdbm/User13790, http://db.uwaterloo.ca/~galuc/wsdbm/User15074, http://db.uwaterloo.ca/~galuc/wsdbm/User16044, http://db.uwaterloo.ca/~galuc/wsdbm/User19089, http://db.uwaterloo.ca/~galuc/wsdbm/User4525, http://db.uwaterloo.ca/~galuc/wsdbm/User8725, http://db.uwaterloo.ca/~galuc/wsdbm/User12351, http://db.uwaterloo.ca/~galuc/wsdbm/User16217, http://db.uwaterloo.ca/~galuc/wsdbm/User15537, http://db.uwaterloo.ca/~galuc/wsdbm/User10382, http://db.uwaterloo.ca/~galuc/wsdbm/User15875, http://db.uwaterloo.ca/~galuc/wsdbm/User15903, http://db.uwaterloo.ca/~galuc/wsdbm/User475]"
311,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3136, http://db.uwaterloo.ca/~galuc/wsdbm/User1250, http://db.uwaterloo.ca/~galuc/wsdbm/User9254, http://db.uwaterloo.ca/~galuc/wsdbm/User4043, http://db.uwaterloo.ca/~galuc/wsdbm/User8134, http://db.uwaterloo.ca/~galuc/wsdbm/User1356, http://db.uwaterloo.ca/~galuc/wsdbm/User6752, http://db.uwaterloo.ca/~galuc/wsdbm/User16275, http://db.uwaterloo.ca/~galuc/wsdbm/User19311, http://db.uwaterloo.ca/~galuc/wsdbm/User16218, http://db.uwaterloo.ca/~galuc/wsdbm/User4222, http://db.uwaterloo.ca/~galuc/wsdbm/User12111, http://db.uwaterloo.ca/~galuc/wsdbm/User5147, http://db.uwaterloo.ca/~galuc/wsdbm/User889, http://db.uwaterloo.ca/~galuc/wsdbm/User6311, http://db.uwaterloo.ca/~galuc/wsdbm/User3145, http://db.uwaterloo.ca/~galuc/wsdbm/User11622, http://db.uwaterloo.ca/~galuc/wsdbm/User9357, http://db.uwaterloo.ca/~galuc/wsdbm/User1171, http://db.uwaterloo.ca/~galuc/wsdbm/User2815, http://db.uwaterloo.ca/~galuc/wsdbm/User15727, http://db.uwaterloo.ca/~galuc/wsdbm/User8590, http://db.uwaterloo.ca/~galuc/wsdbm/User16733, http://db.uwaterloo.ca/~galuc/wsdbm/User6354, http://db.uwaterloo.ca/~galuc/wsdbm/User18821, http://db.uwaterloo.ca/~galuc/wsdbm/User10351, http://db.uwaterloo.ca/~galuc/wsdbm/User7614, http://db.uwaterloo.ca/~galuc/wsdbm/User82, http://db.uwaterloo.ca/~galuc/wsdbm/User1911, http://db.uwaterloo.ca/~galuc/wsdbm/User2910, http://db.uwaterloo.ca/~galuc/wsdbm/User9915]"
312,"[http://db.uwaterloo.ca/~galuc/wsdbm/User18758, http://db.uwaterloo.ca/~galuc/wsdbm/User6689, http://db.uwaterloo.ca/~galuc/wsdbm/User15564, http://db.uwaterloo.ca/~galuc/wsdbm/User15835, http://db.uwaterloo.ca/~galuc/wsdbm/User5810, http://db.uwaterloo.ca/~galuc/wsdbm/User8247, http://db.uwaterloo.ca/~galuc/wsdbm/User6065, http://db.uwaterloo.ca/~galuc/wsdbm/User17543, http://db.uwaterloo.ca/~galuc/wsdbm/User1226, http://db.uwaterloo.ca/~galuc/wsdbm/User11598, http://db.uwaterloo.ca/~galuc/wsdbm/User12198, http://db.uwaterloo.ca/~galuc/wsdbm/User15585, http://db.uwaterloo.ca/~galuc/wsdbm/User3436, http://db.uwaterloo.ca/~galuc/wsdbm/User15834, http://db.uwaterloo.ca/~galuc/wsdbm/User19848, http://db.uwaterloo.ca/~galuc/wsdbm/User2851, http://db.uwaterloo.ca/~galuc/wsdbm/User2225, http://db.uwaterloo.ca/~galuc/wsdbm/User17180, http://db.uwaterloo.ca/~galuc/wsdbm/User11922, http://db.uwaterloo.ca/~galuc/wsdbm/User5851, http://db.uwaterloo.ca/~galuc/wsdbm/User15455, http://db.uwaterloo.ca/~galuc/wsdbm/User8853, http://db.uwaterloo.ca/~galuc/wsdbm/User12915, http://db.uwaterloo.ca/~galuc/wsdbm/User16625, http://db.uwaterloo.ca/~galuc/wsdbm/User13563, http://db.uwaterloo.ca/~galuc/wsdbm/User15387, http://db.uwaterloo.ca/~galuc/wsdbm/User13807, http://db.uwaterloo.ca/~galuc/wsdbm/User6117, http://db.uwaterloo.ca/~galuc/wsdbm/User3018, http://db.uwaterloo.ca/~galuc/wsdbm/User3581]"
313,"[http://db.uwaterloo.ca/~galuc/wsdbm/User1867, http://db.uwaterloo.ca/~galuc/wsdbm/User16871, http://db.uwaterloo.ca/~galuc/wsdbm/User13917, http://db.uwaterloo.ca/~galuc/wsdbm/User19933, http://db.uwaterloo.ca/~galuc/wsdbm/User3497, http://db.uwaterloo.ca/~galuc/wsdbm/User8790, http://db.uwaterloo.ca/~galuc/wsdbm/User18170, http://db.uwaterloo.ca/~galuc/wsdbm/User18169, http://db.uwaterloo.ca/~galuc/wsdbm/User17471, http://db.uwaterloo.ca/~galuc/wsdbm/User8477, http://db.uwaterloo.ca/~galuc/wsdbm/User18815, http://db.uwaterloo.ca/~galuc/wsdbm/User18613, http://db.uwaterloo.ca/~galuc/wsdbm/User2346, http://db.uwaterloo.ca/~galuc/wsdbm/User7539, http://db.uwaterloo.ca/~galuc/wsdbm/User17484, http://db.uwaterloo.ca/~galuc/wsdbm/User1937, http://db.uwaterloo.ca/~galuc/wsdbm/User18541, http://db.uwaterloo.ca/~galuc/wsdbm/User11301, http://db.uwaterloo.ca/~galuc/wsdbm/User12996, http://db.uwaterloo.ca/~galuc/wsdbm/User9410, http://db.uwaterloo.ca/~galuc/wsdbm/User10620, http://db.uwaterloo.ca/~galuc/wsdbm/User918, http://db.uwaterloo.ca/~galuc/wsdbm/User2948, http://db.uwaterloo.ca/~galuc/wsdbm/User10323, http://db.uwaterloo.ca/~galuc/wsdbm/User19089, http://db.uwaterloo.ca/~galuc/wsdbm/User4849, http://db.uwaterloo.ca/~galuc/wsdbm/User10343, http://db.uwaterloo.ca/~galuc/wsdbm/User213, http://db.uwaterloo.ca/~galuc/wsdbm/User6214, http://db.uwaterloo.ca/~galuc/wsdbm/User9574, http://db.uwaterloo.ca/~galuc/wsdbm/User180, http://db.uwaterloo.ca/~galuc/wsdbm/User18415, http://db.uwaterloo.ca/~galuc/wsdbm/User888, http://db.uwaterloo.ca/~galuc/wsdbm/User832, http://db.uwaterloo.ca/~galuc/wsdbm/User2643, http://db.uwaterloo.ca/~galuc/wsdbm/User4517]"
314,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8289, http://db.uwaterloo.ca/~galuc/wsdbm/User11797, http://db.uwaterloo.ca/~galuc/wsdbm/User8693, http://db.uwaterloo.ca/~galuc/wsdbm/User12366, http://db.uwaterloo.ca/~galuc/wsdbm/User14748, http://db.uwaterloo.ca/~galuc/wsdbm/User16514, http://db.uwaterloo.ca/~galuc/wsdbm/User13938, http://db.uwaterloo.ca/~galuc/wsdbm/User15351, http://db.uwaterloo.ca/~galuc/wsdbm/User5372, http://db.uwaterloo.ca/~galuc/wsdbm/User3866, http://db.uwaterloo.ca/~galuc/wsdbm/User12398, http://db.uwaterloo.ca/~galuc/wsdbm/User3649, http://db.uwaterloo.ca/~galuc/wsdbm/User7284, http://db.uwaterloo.ca/~galuc/wsdbm/User18480, http://db.uwaterloo.ca/~galuc/wsdbm/User947, http://db.uwaterloo.ca/~galuc/wsdbm/User6888, http://db.uwaterloo.ca/~galuc/wsdbm/User18439, http://db.uwaterloo.ca/~galuc/wsdbm/User15886, http://db.uwaterloo.ca/~galuc/wsdbm/User10439, http://db.uwaterloo.ca/~galuc/wsdbm/User13303, http://db.uwaterloo.ca/~galuc/wsdbm/User677, http://db.uwaterloo.ca/~galuc/wsdbm/User3568, http://db.uwaterloo.ca/~galuc/wsdbm/User143, http://db.uwaterloo.ca/~galuc/wsdbm/User9011, http://db.uwaterloo.ca/~galuc/wsdbm/User2242, http://db.uwaterloo.ca/~galuc/wsdbm/User2743, http://db.uwaterloo.ca/~galuc/wsdbm/User1503, http://db.uwaterloo.ca/~galuc/wsdbm/User16293, http://db.uwaterloo.ca/~galuc/wsdbm/User18362, http://db.uwaterloo.ca/~galuc/wsdbm/User11347, http://db.uwaterloo.ca/~galuc/wsdbm/User9574, http://db.uwaterloo.ca/~galuc/wsdbm/User7275]"
315,"[http://db.uwaterloo.ca/~galuc/wsdbm/User12793, http://db.uwaterloo.ca/~galuc/wsdbm/User7034, http://db.uwaterloo.ca/~galuc/wsdbm/User6206, http://db.uwaterloo.ca/~galuc/wsdbm/User2240, http://db.uwaterloo.ca/~galuc/wsdbm/User4639, http://db.uwaterloo.ca/~galuc/wsdbm/User13452, http://db.uwaterloo.ca/~galuc/wsdbm/User9158, http://db.uwaterloo.ca/~galuc/wsdbm/User2576, http://db.uwaterloo.ca/~galuc/wsdbm/User5617, http://db.uwaterloo.ca/~galuc/wsdbm/User18770, http://db.uwaterloo.ca/~galuc/wsdbm/User7116, http://db.uwaterloo.ca/~galuc/wsdbm/User15127, http://db.uwaterloo.ca/~galuc/wsdbm/User13018, http://db.uwaterloo.ca/~galuc/wsdbm/User4855, http://db.uwaterloo.ca/~galuc/wsdbm/User4171, http://db.uwaterloo.ca/~galuc/wsdbm/User17864, http://db.uwaterloo.ca/~galuc/wsdbm/User6965, http://db.uwaterloo.ca/~galuc/wsdbm/User18699, http://db.uwaterloo.ca/~galuc/wsdbm/User4181, http://db.uwaterloo.ca/~galuc/wsdbm/User12070, http://db.uwaterloo.ca/~galuc/wsdbm/User16512, http://db.uwaterloo.ca/~galuc/wsdbm/User4168, http://db.uwaterloo.ca/~galuc/wsdbm/User6181, http://db.uwaterloo.ca/~galuc/wsdbm/User12030, http://db.uwaterloo.ca/~galuc/wsdbm/User4159, http://db.uwaterloo.ca/~galuc/wsdbm/User1762, http://db.uwaterloo.ca/~galuc/wsdbm/User5140, http://db.uwaterloo.ca/~galuc/wsdbm/User15813, http://db.uwaterloo.ca/~galuc/wsdbm/User4049]"
316,"[http://db.uwaterloo.ca/~galuc/wsdbm/User12615, http://db.uwaterloo.ca/~galuc/wsdbm/User15072, http://db.uwaterloo.ca/~galuc/wsdbm/User4954, http://db.uwaterloo.ca/~galuc/wsdbm/User7985, http://db.uwaterloo.ca/~galuc/wsdbm/User10491, http://db.uwaterloo.ca/~galuc/wsdbm/User17518, http://db.uwaterloo.ca/~galuc/wsdbm/User201, http://db.uwaterloo.ca/~galuc/wsdbm/User8340, http://db.uwaterloo.ca/~galuc/wsdbm/User7337, http://db.uwaterloo.ca/~galuc/wsdbm/User1447, http://db.uwaterloo.ca/~galuc/wsdbm/User17611, http://db.uwaterloo.ca/~galuc/wsdbm/User9793, http://db.uwaterloo.ca/~galuc/wsdbm/User304, http://db.uwaterloo.ca/~galuc/wsdbm/User19971, http://db.uwaterloo.ca/~galuc/wsdbm/User3544, http://db.uwaterloo.ca/~galuc/wsdbm/User12883, http://db.uwaterloo.ca/~galuc/wsdbm/User442, http://db.uwaterloo.ca/~galuc/wsdbm/User15606, http://db.uwaterloo.ca/~galuc/wsdbm/User19074, http://db.uwaterloo.ca/~galuc/wsdbm/User7055, http://db.uwaterloo.ca/~galuc/wsdbm/User1329, http://db.uwaterloo.ca/~galuc/wsdbm/User616, http://db.uwaterloo.ca/~galuc/wsdbm/User19805, http://db.uwaterloo.ca/~galuc/wsdbm/User1514, http://db.uwaterloo.ca/~galuc/wsdbm/User1467, http://db.uwaterloo.ca/~galuc/wsdbm/User1103, http://db.uwaterloo.ca/~galuc/wsdbm/User17168, http://db.uwaterloo.ca/~galuc/wsdbm/User15371, http://db.uwaterloo.ca/~galuc/wsdbm/User5760, http://db.uwaterloo.ca/~galuc/wsdbm/User13717, http://db.uwaterloo.ca/~galuc/wsdbm/User11928, http://db.uwaterloo.ca/~galuc/wsdbm/User14035, http://db.uwaterloo.ca/~galuc/wsdbm/User16244, http://db.uwaterloo.ca/~galuc/wsdbm/User9648, http://db.uwaterloo.ca/~galuc/wsdbm/User15185, http://db.uwaterloo.ca/~galuc/wsdbm/User17429, http://db.uwaterloo.ca/~galuc/wsdbm/User1780, http://db.uwaterloo.ca/~galuc/wsdbm/User13804, http://db.uwaterloo.ca/~galuc/wsdbm/User9227, http://db.uwaterloo.ca/~galuc/wsdbm/User10254, http://db.uwaterloo.ca/~galuc/wsdbm/User16756, http://db.uwaterloo.ca/~galuc/wsdbm/User4500, http://db.uwaterloo.ca/~galuc/wsdbm/User4332, http://db.uwaterloo.ca/~galuc/wsdbm/User2430, http://db.uwaterloo.ca/~galuc/wsdbm/User19444]"
317,"[http://db.uwaterloo.ca/~galuc/wsdbm/User16808, http://db.uwaterloo.ca/~galuc/wsdbm/User18758, http://db.uwaterloo.ca/~galuc/wsdbm/User19283, http://db.uwaterloo.ca/~galuc/wsdbm/User6331, http://db.uwaterloo.ca/~galuc/wsdbm/User8006, http://db.uwaterloo.ca/~galuc/wsdbm/User5892, http://db.uwaterloo.ca/~galuc/wsdbm/User4472, http://db.uwaterloo.ca/~galuc/wsdbm/User11598, http://db.uwaterloo.ca/~galuc/wsdbm/User13263, http://db.uwaterloo.ca/~galuc/wsdbm/User1472, http://db.uwaterloo.ca/~galuc/wsdbm/User17627, http://db.uwaterloo.ca/~galuc/wsdbm/User7344, http://db.uwaterloo.ca/~galuc/wsdbm/User10877, http://db.uwaterloo.ca/~galuc/wsdbm/User15588, http://db.uwaterloo.ca/~galuc/wsdbm/User9598, http://db.uwaterloo.ca/~galuc/wsdbm/User1298, http://db.uwaterloo.ca/~galuc/wsdbm/User10106, http://db.uwaterloo.ca/~galuc/wsdbm/User196, http://db.uwaterloo.ca/~galuc/wsdbm/User18750, http://db.uwaterloo.ca/~galuc/wsdbm/User15541, http://db.uwaterloo.ca/~galuc/wsdbm/User14117, http://db.uwaterloo.ca/~galuc/wsdbm/User708, http://db.uwaterloo.ca/~galuc/wsdbm/User4599, http://db.uwaterloo.ca/~galuc/wsdbm/User2725, http://db.uwaterloo.ca/~galuc/wsdbm/User11537, http://db.uwaterloo.ca/~galuc/wsdbm/User7414, http://db.uwaterloo.ca/~galuc/wsdbm/User8888, http://db.uwaterloo.ca/~galuc/wsdbm/User1215, http://db.uwaterloo.ca/~galuc/wsdbm/User17882]"
318,"[http://db.uwaterloo.ca/~galuc/wsdbm/User6288, http://db.uwaterloo.ca/~galuc/wsdbm/User19492, http://db.uwaterloo.ca/~galuc/wsdbm/User1625, http://db.uwaterloo.ca/~galuc/wsdbm/User5980, http://db.uwaterloo.ca/~galuc/wsdbm/User12893, http://db.uwaterloo.ca/~galuc/wsdbm/User3589, http://db.uwaterloo.ca/~galuc/wsdbm/User5498, http://db.uwaterloo.ca/~galuc/wsdbm/User15592, http://db.uwaterloo.ca/~galuc/wsdbm/User18815, http://db.uwaterloo.ca/~galuc/wsdbm/User2951, http://db.uwaterloo.ca/~galuc/wsdbm/User4776, http://db.uwaterloo.ca/~galuc/wsdbm/User12774, http://db.uwaterloo.ca/~galuc/wsdbm/User19082, http://db.uwaterloo.ca/~galuc/wsdbm/User19452, http://db.uwaterloo.ca/~galuc/wsdbm/User3057, http://db.uwaterloo.ca/~galuc/wsdbm/User4552, http://db.uwaterloo.ca/~galuc/wsdbm/User16373, http://db.uwaterloo.ca/~galuc/wsdbm/User11754, http://db.uwaterloo.ca/~galuc/wsdbm/User12697, http://db.uwaterloo.ca/~galuc/wsdbm/User2041]"
319,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8267, http://db.uwaterloo.ca/~galuc/wsdbm/User13948, http://db.uwaterloo.ca/~galuc/wsdbm/User18872, http://db.uwaterloo.ca/~galuc/wsdbm/User11104, http://db.uwaterloo.ca/~galuc/wsdbm/User17125, http://db.uwaterloo.ca/~galuc/wsdbm/User8379, http://db.uwaterloo.ca/~galuc/wsdbm/User15683, http://db.uwaterloo.ca/~galuc/wsdbm/User16215, http://db.uwaterloo.ca/~galuc/wsdbm/User5670, http://db.uwaterloo.ca/~galuc/wsdbm/User9357, http://db.uwaterloo.ca/~galuc/wsdbm/User11293, http://db.uwaterloo.ca/~galuc/wsdbm/User7671, http://db.uwaterloo.ca/~galuc/wsdbm/User9373, http://db.uwaterloo.ca/~galuc/wsdbm/User15789, http://db.uwaterloo.ca/~galuc/wsdbm/User217, http://db.uwaterloo.ca/~galuc/wsdbm/User3547, http://db.uwaterloo.ca/~galuc/wsdbm/User956, http://db.uwaterloo.ca/~galuc/wsdbm/User8493, http://db.uwaterloo.ca/~galuc/wsdbm/User17223, http://db.uwaterloo.ca/~galuc/wsdbm/User5073, http://db.uwaterloo.ca/~galuc/wsdbm/User94, http://db.uwaterloo.ca/~galuc/wsdbm/User18276, http://db.uwaterloo.ca/~galuc/wsdbm/User180, http://db.uwaterloo.ca/~galuc/wsdbm/User17005]"
320,"[http://db.uwaterloo.ca/~galuc/wsdbm/User16808, http://db.uwaterloo.ca/~galuc/wsdbm/User2969, http://db.uwaterloo.ca/~galuc/wsdbm/User15252, http://db.uwaterloo.ca/~galuc/wsdbm/User1197, http://db.uwaterloo.ca/~galuc/wsdbm/User1761, http://db.uwaterloo.ca/~galuc/wsdbm/User12746, http://db.uwaterloo.ca/~galuc/wsdbm/User15787, http://db.uwaterloo.ca/~galuc/wsdbm/User3497, http://db.uwaterloo.ca/~galuc/wsdbm/User19532, http://db.uwaterloo.ca/~galuc/wsdbm/User9086, http://db.uwaterloo.ca/~galuc/wsdbm/User5107, http://db.uwaterloo.ca/~galuc/wsdbm/User2185, http://db.uwaterloo.ca/~galuc/wsdbm/User18653, http://db.uwaterloo.ca/~galuc/wsdbm/User18714, http://db.uwaterloo.ca/~galuc/wsdbm/User4455, http://db.uwaterloo.ca/~galuc/wsdbm/User12489, http://db.uwaterloo.ca/~galuc/wsdbm/User13449, http://db.uwaterloo.ca/~galuc/wsdbm/User15342, http://db.uwaterloo.ca/~galuc/wsdbm/User7076, http://db.uwaterloo.ca/~galuc/wsdbm/User12673, http://db.uwaterloo.ca/~galuc/wsdbm/User4946, http://db.uwaterloo.ca/~galuc/wsdbm/User11259, http://db.uwaterloo.ca/~galuc/wsdbm/User14891, http://db.uwaterloo.ca/~galuc/wsdbm/User4046, http://db.uwaterloo.ca/~galuc/wsdbm/User14172, http://db.uwaterloo.ca/~galuc/wsdbm/User2536, http://db.uwaterloo.ca/~galuc/wsdbm/User18145, http://db.uwaterloo.ca/~galuc/wsdbm/User18691, http://db.uwaterloo.ca/~galuc/wsdbm/User7345, http://db.uwaterloo.ca/~galuc/wsdbm/User19509, http://db.uwaterloo.ca/~galuc/wsdbm/User3399, http://db.uwaterloo.ca/~galuc/wsdbm/User9898, http://db.uwaterloo.ca/~galuc/wsdbm/User10844, http://db.uwaterloo.ca/~galuc/wsdbm/User7757, http://db.uwaterloo.ca/~galuc/wsdbm/User17465]"
321,"[http://db.uwaterloo.ca/~galuc/wsdbm/User15479, http://db.uwaterloo.ca/~galuc/wsdbm/User3063, http://db.uwaterloo.ca/~galuc/wsdbm/User13692, http://db.uwaterloo.ca/~galuc/wsdbm/User18378, http://db.uwaterloo.ca/~galuc/wsdbm/User6796, http://db.uwaterloo.ca/~galuc/wsdbm/User971, http://db.uwaterloo.ca/~galuc/wsdbm/User19793, http://db.uwaterloo.ca/~galuc/wsdbm/User2876, http://db.uwaterloo.ca/~galuc/wsdbm/User14703, http://db.uwaterloo.ca/~galuc/wsdbm/User15098, http://db.uwaterloo.ca/~galuc/wsdbm/User6152, http://db.uwaterloo.ca/~galuc/wsdbm/User8813, http://db.uwaterloo.ca/~galuc/wsdbm/User3917, http://db.uwaterloo.ca/~galuc/wsdbm/User3509, http://db.uwaterloo.ca/~galuc/wsdbm/User19631, http://db.uwaterloo.ca/~galuc/wsdbm/User19970, http://db.uwaterloo.ca/~galuc/wsdbm/User5418, http://db.uwaterloo.ca/~galuc/wsdbm/User11301, http://db.uwaterloo.ca/~galuc/wsdbm/User17560, http://db.uwaterloo.ca/~galuc/wsdbm/User19301, http://db.uwaterloo.ca/~galuc/wsdbm/User13790, http://db.uwaterloo.ca/~galuc/wsdbm/User15074, http://db.uwaterloo.ca/~galuc/wsdbm/User16044, http://db.uwaterloo.ca/~galuc/wsdbm/User19089, http://db.uwaterloo.ca/~galuc/wsdbm/User4525, http://db.uwaterloo.ca/~galuc/wsdbm/User8725, http://db.uwaterloo.ca/~galuc/wsdbm/User12351, http://db.uwaterloo.ca/~galuc/wsdbm/User16217, http://db.uwaterloo.ca/~galuc/wsdbm/User15537, http://db.uwaterloo.ca/~galuc/wsdbm/User10382, http://db.uwaterloo.ca/~galuc/wsdbm/User15875, http://db.uwaterloo.ca/~galuc/wsdbm/User15903, http://db.uwaterloo.ca/~galuc/wsdbm/User475]"
