Query,Result
11,"[http://db.uwaterloo.ca/~galuc/wsdbm/User16324, http://db.uwaterloo.ca/~galuc/wsdbm/User18121, http://db.uwaterloo.ca/~galuc/wsdbm/User7551, http://db.uwaterloo.ca/~galuc/wsdbm/User2064, http://db.uwaterloo.ca/~galuc/wsdbm/User18613, http://db.uwaterloo.ca/~galuc/wsdbm/User12340, http://db.uwaterloo.ca/~galuc/wsdbm/User13145, http://db.uwaterloo.ca/~galuc/wsdbm/User6414, http://db.uwaterloo.ca/~galuc/wsdbm/User10228, http://db.uwaterloo.ca/~galuc/wsdbm/User31, http://db.uwaterloo.ca/~galuc/wsdbm/User9722, http://db.uwaterloo.ca/~galuc/wsdbm/User5321, http://db.uwaterloo.ca/~galuc/wsdbm/User19135, http://db.uwaterloo.ca/~galuc/wsdbm/User1211]"
12,"[http://db.uwaterloo.ca/~galuc/wsdbm/User19031, http://db.uwaterloo.ca/~galuc/wsdbm/User14164, http://db.uwaterloo.ca/~galuc/wsdbm/User10077, http://db.uwaterloo.ca/~galuc/wsdbm/User19480, http://db.uwaterloo.ca/~galuc/wsdbm/User6799, http://db.uwaterloo.ca/~galuc/wsdbm/User8242, http://db.uwaterloo.ca/~galuc/wsdbm/User13371, http://db.uwaterloo.ca/~galuc/wsdbm/User262, http://db.uwaterloo.ca/~galuc/wsdbm/User5934, http://db.uwaterloo.ca/~galuc/wsdbm/User13895, http://db.uwaterloo.ca/~galuc/wsdbm/User17985, http://db.uwaterloo.ca/~galuc/wsdbm/User2880, http://db.uwaterloo.ca/~galuc/wsdbm/User14699, http://db.uwaterloo.ca/~galuc/wsdbm/User11841, http://db.uwaterloo.ca/~galuc/wsdbm/User15618, http://db.uwaterloo.ca/~galuc/wsdbm/User1624, http://db.uwaterloo.ca/~galuc/wsdbm/User18327, http://db.uwaterloo.ca/~galuc/wsdbm/User17800, http://db.uwaterloo.ca/~galuc/wsdbm/User15200, http://db.uwaterloo.ca/~galuc/wsdbm/User19088, http://db.uwaterloo.ca/~galuc/wsdbm/User6575, http://db.uwaterloo.ca/~galuc/wsdbm/User788, http://db.uwaterloo.ca/~galuc/wsdbm/User14962, http://db.uwaterloo.ca/~galuc/wsdbm/User10248, http://db.uwaterloo.ca/~galuc/wsdbm/User7921, http://db.uwaterloo.ca/~galuc/wsdbm/User18344, http://db.uwaterloo.ca/~galuc/wsdbm/User19745, http://db.uwaterloo.ca/~galuc/wsdbm/User17104]"
13,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11180, http://db.uwaterloo.ca/~galuc/wsdbm/User5582]"
14,"[http://db.uwaterloo.ca/~galuc/wsdbm/User10159, http://db.uwaterloo.ca/~galuc/wsdbm/User6219, http://db.uwaterloo.ca/~galuc/wsdbm/User2410, http://db.uwaterloo.ca/~galuc/wsdbm/User11769, http://db.uwaterloo.ca/~galuc/wsdbm/User3065, http://db.uwaterloo.ca/~galuc/wsdbm/User1103, http://db.uwaterloo.ca/~galuc/wsdbm/User12009, http://db.uwaterloo.ca/~galuc/wsdbm/User11753, http://db.uwaterloo.ca/~galuc/wsdbm/User18468, http://db.uwaterloo.ca/~galuc/wsdbm/User2103, http://db.uwaterloo.ca/~galuc/wsdbm/User19370, http://db.uwaterloo.ca/~galuc/wsdbm/User17050, http://db.uwaterloo.ca/~galuc/wsdbm/User16941, http://db.uwaterloo.ca/~galuc/wsdbm/User1497, http://db.uwaterloo.ca/~galuc/wsdbm/User18347, http://db.uwaterloo.ca/~galuc/wsdbm/User2429]"
15,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13957, http://db.uwaterloo.ca/~galuc/wsdbm/User7551, http://db.uwaterloo.ca/~galuc/wsdbm/User8837, http://db.uwaterloo.ca/~galuc/wsdbm/User4098, http://db.uwaterloo.ca/~galuc/wsdbm/User13675, http://db.uwaterloo.ca/~galuc/wsdbm/User14623, http://db.uwaterloo.ca/~galuc/wsdbm/User633, http://db.uwaterloo.ca/~galuc/wsdbm/User11604]"
16,"[http://db.uwaterloo.ca/~galuc/wsdbm/User6774, http://db.uwaterloo.ca/~galuc/wsdbm/User9843, http://db.uwaterloo.ca/~galuc/wsdbm/User18879, http://db.uwaterloo.ca/~galuc/wsdbm/User17749, http://db.uwaterloo.ca/~galuc/wsdbm/User11719, http://db.uwaterloo.ca/~galuc/wsdbm/User2823, http://db.uwaterloo.ca/~galuc/wsdbm/User15824, http://db.uwaterloo.ca/~galuc/wsdbm/User31, http://db.uwaterloo.ca/~galuc/wsdbm/User2472, http://db.uwaterloo.ca/~galuc/wsdbm/User10845, http://db.uwaterloo.ca/~galuc/wsdbm/User5637, http://db.uwaterloo.ca/~galuc/wsdbm/User13925]"
17,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4725, http://db.uwaterloo.ca/~galuc/wsdbm/User11247, http://db.uwaterloo.ca/~galuc/wsdbm/User13661, http://db.uwaterloo.ca/~galuc/wsdbm/User12631]"
18,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4518, http://db.uwaterloo.ca/~galuc/wsdbm/User15274, http://db.uwaterloo.ca/~galuc/wsdbm/User15020, http://db.uwaterloo.ca/~galuc/wsdbm/User2246, http://db.uwaterloo.ca/~galuc/wsdbm/User19012, http://db.uwaterloo.ca/~galuc/wsdbm/User10985]"
19,"[http://db.uwaterloo.ca/~galuc/wsdbm/User16562, http://db.uwaterloo.ca/~galuc/wsdbm/User11027, http://db.uwaterloo.ca/~galuc/wsdbm/User13656, http://db.uwaterloo.ca/~galuc/wsdbm/User14508, http://db.uwaterloo.ca/~galuc/wsdbm/User6413, http://db.uwaterloo.ca/~galuc/wsdbm/User19188, http://db.uwaterloo.ca/~galuc/wsdbm/User2089, http://db.uwaterloo.ca/~galuc/wsdbm/User11757, http://db.uwaterloo.ca/~galuc/wsdbm/User4051, http://db.uwaterloo.ca/~galuc/wsdbm/User5594, http://db.uwaterloo.ca/~galuc/wsdbm/User16520, http://db.uwaterloo.ca/~galuc/wsdbm/User18026, http://db.uwaterloo.ca/~galuc/wsdbm/User16785, http://db.uwaterloo.ca/~galuc/wsdbm/User17529]"
20,"[http://db.uwaterloo.ca/~galuc/wsdbm/User666, http://db.uwaterloo.ca/~galuc/wsdbm/User12628, http://db.uwaterloo.ca/~galuc/wsdbm/User1238, http://db.uwaterloo.ca/~galuc/wsdbm/User11689, http://db.uwaterloo.ca/~galuc/wsdbm/User12747, http://db.uwaterloo.ca/~galuc/wsdbm/User15758, http://db.uwaterloo.ca/~galuc/wsdbm/User18022]"
21,"[http://db.uwaterloo.ca/~galuc/wsdbm/User16030, http://db.uwaterloo.ca/~galuc/wsdbm/User6908, http://db.uwaterloo.ca/~galuc/wsdbm/User13469]"
22,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17224, http://db.uwaterloo.ca/~galuc/wsdbm/User6244, http://db.uwaterloo.ca/~galuc/wsdbm/User1361, http://db.uwaterloo.ca/~galuc/wsdbm/User11102, http://db.uwaterloo.ca/~galuc/wsdbm/User4793, http://db.uwaterloo.ca/~galuc/wsdbm/User6616, http://db.uwaterloo.ca/~galuc/wsdbm/User13545, http://db.uwaterloo.ca/~galuc/wsdbm/User1096, http://db.uwaterloo.ca/~galuc/wsdbm/User10854, http://db.uwaterloo.ca/~galuc/wsdbm/User2003, http://db.uwaterloo.ca/~galuc/wsdbm/User19466, http://db.uwaterloo.ca/~galuc/wsdbm/User3542, http://db.uwaterloo.ca/~galuc/wsdbm/User1802]"
23,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11956, http://db.uwaterloo.ca/~galuc/wsdbm/User12127]"
24,"[http://db.uwaterloo.ca/~galuc/wsdbm/User824, http://db.uwaterloo.ca/~galuc/wsdbm/User1505, http://db.uwaterloo.ca/~galuc/wsdbm/User14778, http://db.uwaterloo.ca/~galuc/wsdbm/User16632, http://db.uwaterloo.ca/~galuc/wsdbm/User13675, http://db.uwaterloo.ca/~galuc/wsdbm/User6587, http://db.uwaterloo.ca/~galuc/wsdbm/User4577, http://db.uwaterloo.ca/~galuc/wsdbm/User6370, http://db.uwaterloo.ca/~galuc/wsdbm/User18830, http://db.uwaterloo.ca/~galuc/wsdbm/User19647]"
25,"[http://db.uwaterloo.ca/~galuc/wsdbm/User588, http://db.uwaterloo.ca/~galuc/wsdbm/User9601, http://db.uwaterloo.ca/~galuc/wsdbm/User10034]"
26,[http://db.uwaterloo.ca/~galuc/wsdbm/User13306]
27,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13361, http://db.uwaterloo.ca/~galuc/wsdbm/User10379, http://db.uwaterloo.ca/~galuc/wsdbm/User3280, http://db.uwaterloo.ca/~galuc/wsdbm/User18358, http://db.uwaterloo.ca/~galuc/wsdbm/User11763, http://db.uwaterloo.ca/~galuc/wsdbm/User13727, http://db.uwaterloo.ca/~galuc/wsdbm/User11710, http://db.uwaterloo.ca/~galuc/wsdbm/User7534, http://db.uwaterloo.ca/~galuc/wsdbm/User11624, http://db.uwaterloo.ca/~galuc/wsdbm/User12802, http://db.uwaterloo.ca/~galuc/wsdbm/User12368, http://db.uwaterloo.ca/~galuc/wsdbm/User7193, http://db.uwaterloo.ca/~galuc/wsdbm/User13095]"
28,"[http://db.uwaterloo.ca/~galuc/wsdbm/User12250, http://db.uwaterloo.ca/~galuc/wsdbm/User7777, http://db.uwaterloo.ca/~galuc/wsdbm/User8584, http://db.uwaterloo.ca/~galuc/wsdbm/User4467, http://db.uwaterloo.ca/~galuc/wsdbm/User17067, http://db.uwaterloo.ca/~galuc/wsdbm/User18604, http://db.uwaterloo.ca/~galuc/wsdbm/User1736, http://db.uwaterloo.ca/~galuc/wsdbm/User2558, http://db.uwaterloo.ca/~galuc/wsdbm/User15893, http://db.uwaterloo.ca/~galuc/wsdbm/User1463, http://db.uwaterloo.ca/~galuc/wsdbm/User13415, http://db.uwaterloo.ca/~galuc/wsdbm/User8361, http://db.uwaterloo.ca/~galuc/wsdbm/User14210, http://db.uwaterloo.ca/~galuc/wsdbm/User18327, http://db.uwaterloo.ca/~galuc/wsdbm/User3865, http://db.uwaterloo.ca/~galuc/wsdbm/User3095, http://db.uwaterloo.ca/~galuc/wsdbm/User19050, http://db.uwaterloo.ca/~galuc/wsdbm/User7736, http://db.uwaterloo.ca/~galuc/wsdbm/User15303, http://db.uwaterloo.ca/~galuc/wsdbm/User15318, http://db.uwaterloo.ca/~galuc/wsdbm/User222, http://db.uwaterloo.ca/~galuc/wsdbm/User12237, http://db.uwaterloo.ca/~galuc/wsdbm/User3146, http://db.uwaterloo.ca/~galuc/wsdbm/User6259, http://db.uwaterloo.ca/~galuc/wsdbm/User8668, http://db.uwaterloo.ca/~galuc/wsdbm/User10685, http://db.uwaterloo.ca/~galuc/wsdbm/User8306, http://db.uwaterloo.ca/~galuc/wsdbm/User6510, http://db.uwaterloo.ca/~galuc/wsdbm/User4178, http://db.uwaterloo.ca/~galuc/wsdbm/User122, http://db.uwaterloo.ca/~galuc/wsdbm/User2025, http://db.uwaterloo.ca/~galuc/wsdbm/User17385, http://db.uwaterloo.ca/~galuc/wsdbm/User17815, http://db.uwaterloo.ca/~galuc/wsdbm/User14488]"
29,[]
30,"[http://db.uwaterloo.ca/~galuc/wsdbm/User22, http://db.uwaterloo.ca/~galuc/wsdbm/User6947, http://db.uwaterloo.ca/~galuc/wsdbm/User16606, http://db.uwaterloo.ca/~galuc/wsdbm/User15091, http://db.uwaterloo.ca/~galuc/wsdbm/User96, http://db.uwaterloo.ca/~galuc/wsdbm/User13850, http://db.uwaterloo.ca/~galuc/wsdbm/User7378, http://db.uwaterloo.ca/~galuc/wsdbm/User11184, http://db.uwaterloo.ca/~galuc/wsdbm/User16444, http://db.uwaterloo.ca/~galuc/wsdbm/User7987, http://db.uwaterloo.ca/~galuc/wsdbm/User4661, http://db.uwaterloo.ca/~galuc/wsdbm/User16318, http://db.uwaterloo.ca/~galuc/wsdbm/User12621, http://db.uwaterloo.ca/~galuc/wsdbm/User13130, http://db.uwaterloo.ca/~galuc/wsdbm/User18363, http://db.uwaterloo.ca/~galuc/wsdbm/User17884]"
31,"[http://db.uwaterloo.ca/~galuc/wsdbm/User10111, http://db.uwaterloo.ca/~galuc/wsdbm/User6694, http://db.uwaterloo.ca/~galuc/wsdbm/User13500, http://db.uwaterloo.ca/~galuc/wsdbm/User13653, http://db.uwaterloo.ca/~galuc/wsdbm/User1101, http://db.uwaterloo.ca/~galuc/wsdbm/User16075]"
32,[http://db.uwaterloo.ca/~galuc/wsdbm/User11879]
33,"[http://db.uwaterloo.ca/~galuc/wsdbm/User2719, http://db.uwaterloo.ca/~galuc/wsdbm/User8950]"
34,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8909, http://db.uwaterloo.ca/~galuc/wsdbm/User11769, http://db.uwaterloo.ca/~galuc/wsdbm/User19961, http://db.uwaterloo.ca/~galuc/wsdbm/User16148, http://db.uwaterloo.ca/~galuc/wsdbm/User17315, http://db.uwaterloo.ca/~galuc/wsdbm/User7555, http://db.uwaterloo.ca/~galuc/wsdbm/User13304, http://db.uwaterloo.ca/~galuc/wsdbm/User3751, http://db.uwaterloo.ca/~galuc/wsdbm/User3961]"
35,[]
36,[]
37,"[http://db.uwaterloo.ca/~galuc/wsdbm/User14265, http://db.uwaterloo.ca/~galuc/wsdbm/User7260, http://db.uwaterloo.ca/~galuc/wsdbm/User8446, http://db.uwaterloo.ca/~galuc/wsdbm/User14187]"
38,"[http://db.uwaterloo.ca/~galuc/wsdbm/User7561, http://db.uwaterloo.ca/~galuc/wsdbm/User17115, http://db.uwaterloo.ca/~galuc/wsdbm/User1833, http://db.uwaterloo.ca/~galuc/wsdbm/User11131, http://db.uwaterloo.ca/~galuc/wsdbm/User7198, http://db.uwaterloo.ca/~galuc/wsdbm/User13063, http://db.uwaterloo.ca/~galuc/wsdbm/User7489, http://db.uwaterloo.ca/~galuc/wsdbm/User16410, http://db.uwaterloo.ca/~galuc/wsdbm/User15833, http://db.uwaterloo.ca/~galuc/wsdbm/User7166, http://db.uwaterloo.ca/~galuc/wsdbm/User15447, http://db.uwaterloo.ca/~galuc/wsdbm/User18065, http://db.uwaterloo.ca/~galuc/wsdbm/User19215, http://db.uwaterloo.ca/~galuc/wsdbm/User967, http://db.uwaterloo.ca/~galuc/wsdbm/User1642, http://db.uwaterloo.ca/~galuc/wsdbm/User12761, http://db.uwaterloo.ca/~galuc/wsdbm/User18475, http://db.uwaterloo.ca/~galuc/wsdbm/User17057, http://db.uwaterloo.ca/~galuc/wsdbm/User13514, http://db.uwaterloo.ca/~galuc/wsdbm/User1926, http://db.uwaterloo.ca/~galuc/wsdbm/User19968, http://db.uwaterloo.ca/~galuc/wsdbm/User8900, http://db.uwaterloo.ca/~galuc/wsdbm/User6276, http://db.uwaterloo.ca/~galuc/wsdbm/User1044, http://db.uwaterloo.ca/~galuc/wsdbm/User1212]"
39,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13668, http://db.uwaterloo.ca/~galuc/wsdbm/User19966, http://db.uwaterloo.ca/~galuc/wsdbm/User7979, http://db.uwaterloo.ca/~galuc/wsdbm/User7037, http://db.uwaterloo.ca/~galuc/wsdbm/User18035, http://db.uwaterloo.ca/~galuc/wsdbm/User16587, http://db.uwaterloo.ca/~galuc/wsdbm/User5435, http://db.uwaterloo.ca/~galuc/wsdbm/User1363, http://db.uwaterloo.ca/~galuc/wsdbm/User6748, http://db.uwaterloo.ca/~galuc/wsdbm/User5637]"
40,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17039, http://db.uwaterloo.ca/~galuc/wsdbm/User19966, http://db.uwaterloo.ca/~galuc/wsdbm/User5313, http://db.uwaterloo.ca/~galuc/wsdbm/User16300, http://db.uwaterloo.ca/~galuc/wsdbm/User8358, http://db.uwaterloo.ca/~galuc/wsdbm/User13311, http://db.uwaterloo.ca/~galuc/wsdbm/User19496, http://db.uwaterloo.ca/~galuc/wsdbm/User6019, http://db.uwaterloo.ca/~galuc/wsdbm/User1812]"
41,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13405, http://db.uwaterloo.ca/~galuc/wsdbm/User15547, http://db.uwaterloo.ca/~galuc/wsdbm/User18879, http://db.uwaterloo.ca/~galuc/wsdbm/User12781, http://db.uwaterloo.ca/~galuc/wsdbm/User747, http://db.uwaterloo.ca/~galuc/wsdbm/User11764, http://db.uwaterloo.ca/~galuc/wsdbm/User16174, http://db.uwaterloo.ca/~galuc/wsdbm/User14116, http://db.uwaterloo.ca/~galuc/wsdbm/User1143, http://db.uwaterloo.ca/~galuc/wsdbm/User13029, http://db.uwaterloo.ca/~galuc/wsdbm/User1808, http://db.uwaterloo.ca/~galuc/wsdbm/User837, http://db.uwaterloo.ca/~galuc/wsdbm/User10966, http://db.uwaterloo.ca/~galuc/wsdbm/User14448, http://db.uwaterloo.ca/~galuc/wsdbm/User1963]"
42,[http://db.uwaterloo.ca/~galuc/wsdbm/User6478]
43,[]
44,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13956, http://db.uwaterloo.ca/~galuc/wsdbm/User4299]"
45,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17904, http://db.uwaterloo.ca/~galuc/wsdbm/User12871, http://db.uwaterloo.ca/~galuc/wsdbm/User17097, http://db.uwaterloo.ca/~galuc/wsdbm/User6307, http://db.uwaterloo.ca/~galuc/wsdbm/User12665, http://db.uwaterloo.ca/~galuc/wsdbm/User5727, http://db.uwaterloo.ca/~galuc/wsdbm/User13304, http://db.uwaterloo.ca/~galuc/wsdbm/User16213, http://db.uwaterloo.ca/~galuc/wsdbm/User1336]"
46,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11018, http://db.uwaterloo.ca/~galuc/wsdbm/User14937, http://db.uwaterloo.ca/~galuc/wsdbm/User19982, http://db.uwaterloo.ca/~galuc/wsdbm/User6418, http://db.uwaterloo.ca/~galuc/wsdbm/User593, http://db.uwaterloo.ca/~galuc/wsdbm/User13897, http://db.uwaterloo.ca/~galuc/wsdbm/User6634, http://db.uwaterloo.ca/~galuc/wsdbm/User18784, http://db.uwaterloo.ca/~galuc/wsdbm/User12386, http://db.uwaterloo.ca/~galuc/wsdbm/User268, http://db.uwaterloo.ca/~galuc/wsdbm/User2022, http://db.uwaterloo.ca/~galuc/wsdbm/User11800, http://db.uwaterloo.ca/~galuc/wsdbm/User14555, http://db.uwaterloo.ca/~galuc/wsdbm/User16364, http://db.uwaterloo.ca/~galuc/wsdbm/User11190, http://db.uwaterloo.ca/~galuc/wsdbm/User139, http://db.uwaterloo.ca/~galuc/wsdbm/User17389]"
47,"[http://db.uwaterloo.ca/~galuc/wsdbm/User14880, http://db.uwaterloo.ca/~galuc/wsdbm/User10404, http://db.uwaterloo.ca/~galuc/wsdbm/User17606, http://db.uwaterloo.ca/~galuc/wsdbm/User478, http://db.uwaterloo.ca/~galuc/wsdbm/User11486, http://db.uwaterloo.ca/~galuc/wsdbm/User18796, http://db.uwaterloo.ca/~galuc/wsdbm/User768, http://db.uwaterloo.ca/~galuc/wsdbm/User15438, http://db.uwaterloo.ca/~galuc/wsdbm/User13338, http://db.uwaterloo.ca/~galuc/wsdbm/User11311]"
48,[]
49,"[http://db.uwaterloo.ca/~galuc/wsdbm/User2495, http://db.uwaterloo.ca/~galuc/wsdbm/User6972, http://db.uwaterloo.ca/~galuc/wsdbm/User13721, http://db.uwaterloo.ca/~galuc/wsdbm/User5839, http://db.uwaterloo.ca/~galuc/wsdbm/User15909, http://db.uwaterloo.ca/~galuc/wsdbm/User11571, http://db.uwaterloo.ca/~galuc/wsdbm/User11344, http://db.uwaterloo.ca/~galuc/wsdbm/User17472, http://db.uwaterloo.ca/~galuc/wsdbm/User3020, http://db.uwaterloo.ca/~galuc/wsdbm/User10881, http://db.uwaterloo.ca/~galuc/wsdbm/User14071, http://db.uwaterloo.ca/~galuc/wsdbm/User15527, http://db.uwaterloo.ca/~galuc/wsdbm/User7605, http://db.uwaterloo.ca/~galuc/wsdbm/User10161, http://db.uwaterloo.ca/~galuc/wsdbm/User19697, http://db.uwaterloo.ca/~galuc/wsdbm/User10469, http://db.uwaterloo.ca/~galuc/wsdbm/User17335, http://db.uwaterloo.ca/~galuc/wsdbm/User11699, http://db.uwaterloo.ca/~galuc/wsdbm/User3174]"
50,"[http://db.uwaterloo.ca/~galuc/wsdbm/User7377, http://db.uwaterloo.ca/~galuc/wsdbm/User5769, http://db.uwaterloo.ca/~galuc/wsdbm/User19622, http://db.uwaterloo.ca/~galuc/wsdbm/User5059, http://db.uwaterloo.ca/~galuc/wsdbm/User1225]"
51,[http://db.uwaterloo.ca/~galuc/wsdbm/User5202]
52,"[http://db.uwaterloo.ca/~galuc/wsdbm/User15, http://db.uwaterloo.ca/~galuc/wsdbm/User6704, http://db.uwaterloo.ca/~galuc/wsdbm/User14353, http://db.uwaterloo.ca/~galuc/wsdbm/User14781, http://db.uwaterloo.ca/~galuc/wsdbm/User13000, http://db.uwaterloo.ca/~galuc/wsdbm/User1516, http://db.uwaterloo.ca/~galuc/wsdbm/User7255, http://db.uwaterloo.ca/~galuc/wsdbm/User6168]"
53,"[http://db.uwaterloo.ca/~galuc/wsdbm/User19967, http://db.uwaterloo.ca/~galuc/wsdbm/User11027, http://db.uwaterloo.ca/~galuc/wsdbm/User3280, http://db.uwaterloo.ca/~galuc/wsdbm/User10713, http://db.uwaterloo.ca/~galuc/wsdbm/User169, http://db.uwaterloo.ca/~galuc/wsdbm/User8753, http://db.uwaterloo.ca/~galuc/wsdbm/User19840, http://db.uwaterloo.ca/~galuc/wsdbm/User12246, http://db.uwaterloo.ca/~galuc/wsdbm/User2619, http://db.uwaterloo.ca/~galuc/wsdbm/User7322, http://db.uwaterloo.ca/~galuc/wsdbm/User11067, http://db.uwaterloo.ca/~galuc/wsdbm/User12566, http://db.uwaterloo.ca/~galuc/wsdbm/User6273]"
54,[http://db.uwaterloo.ca/~galuc/wsdbm/User15015]
