Query,Result
35,"[http://db.uwaterloo.ca/~galuc/wsdbm/User14725, http://db.uwaterloo.ca/~galuc/wsdbm/User3935, http://db.uwaterloo.ca/~galuc/wsdbm/User9082, http://db.uwaterloo.ca/~galuc/wsdbm/User6296, http://db.uwaterloo.ca/~galuc/wsdbm/User7359, http://db.uwaterloo.ca/~galuc/wsdbm/User4890, http://db.uwaterloo.ca/~galuc/wsdbm/User3713, http://db.uwaterloo.ca/~galuc/wsdbm/User8306, http://db.uwaterloo.ca/~galuc/wsdbm/User1186, http://db.uwaterloo.ca/~galuc/wsdbm/User17138]"
36,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4648, http://db.uwaterloo.ca/~galuc/wsdbm/User18310, http://db.uwaterloo.ca/~galuc/wsdbm/User16621]"
37,"[http://db.uwaterloo.ca/~galuc/wsdbm/User159, http://db.uwaterloo.ca/~galuc/wsdbm/User19998, http://db.uwaterloo.ca/~galuc/wsdbm/User18255]"
38,"[http://db.uwaterloo.ca/~galuc/wsdbm/User14273, http://db.uwaterloo.ca/~galuc/wsdbm/User15776, http://db.uwaterloo.ca/~galuc/wsdbm/User1195]"
39,"[http://db.uwaterloo.ca/~galuc/wsdbm/User9879, http://db.uwaterloo.ca/~galuc/wsdbm/User11706, http://db.uwaterloo.ca/~galuc/wsdbm/User2059]"
40,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4407, http://db.uwaterloo.ca/~galuc/wsdbm/User12928]"
41,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17153, http://db.uwaterloo.ca/~galuc/wsdbm/User7949, http://db.uwaterloo.ca/~galuc/wsdbm/User14426]"
42,"[http://db.uwaterloo.ca/~galuc/wsdbm/User2840, http://db.uwaterloo.ca/~galuc/wsdbm/User7491, http://db.uwaterloo.ca/~galuc/wsdbm/User4507]"
43,"[http://db.uwaterloo.ca/~galuc/wsdbm/User15955, http://db.uwaterloo.ca/~galuc/wsdbm/User14576]"
44,"[http://db.uwaterloo.ca/~galuc/wsdbm/User14795, http://db.uwaterloo.ca/~galuc/wsdbm/User1998, http://db.uwaterloo.ca/~galuc/wsdbm/User10897, http://db.uwaterloo.ca/~galuc/wsdbm/User13168, http://db.uwaterloo.ca/~galuc/wsdbm/User17796]"
45,"[http://db.uwaterloo.ca/~galuc/wsdbm/User5989, http://db.uwaterloo.ca/~galuc/wsdbm/User19581]"
46,"[http://db.uwaterloo.ca/~galuc/wsdbm/User1685, http://db.uwaterloo.ca/~galuc/wsdbm/User10667]"
47,"[http://db.uwaterloo.ca/~galuc/wsdbm/User18220, http://db.uwaterloo.ca/~galuc/wsdbm/User385, http://db.uwaterloo.ca/~galuc/wsdbm/User2171, http://db.uwaterloo.ca/~galuc/wsdbm/User10715]"
48,[http://db.uwaterloo.ca/~galuc/wsdbm/User19702]
49,"[http://db.uwaterloo.ca/~galuc/wsdbm/User2869, http://db.uwaterloo.ca/~galuc/wsdbm/User17940, http://db.uwaterloo.ca/~galuc/wsdbm/User994]"
50,"[http://db.uwaterloo.ca/~galuc/wsdbm/User7718, http://db.uwaterloo.ca/~galuc/wsdbm/User13576]"
51,"[http://db.uwaterloo.ca/~galuc/wsdbm/User18070, http://db.uwaterloo.ca/~galuc/wsdbm/User19061]"
52,[]
53,"[http://db.uwaterloo.ca/~galuc/wsdbm/User19884, http://db.uwaterloo.ca/~galuc/wsdbm/User11706, http://db.uwaterloo.ca/~galuc/wsdbm/User730]"
54,[http://db.uwaterloo.ca/~galuc/wsdbm/User695]
55,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8381, http://db.uwaterloo.ca/~galuc/wsdbm/User17155, http://db.uwaterloo.ca/~galuc/wsdbm/User12488]"
56,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13548, http://db.uwaterloo.ca/~galuc/wsdbm/User18892, http://db.uwaterloo.ca/~galuc/wsdbm/User5093, http://db.uwaterloo.ca/~galuc/wsdbm/User3244, http://db.uwaterloo.ca/~galuc/wsdbm/User3301]"
57,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3515, http://db.uwaterloo.ca/~galuc/wsdbm/User2568]"
58,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17970, http://db.uwaterloo.ca/~galuc/wsdbm/User19533, http://db.uwaterloo.ca/~galuc/wsdbm/User3130, http://db.uwaterloo.ca/~galuc/wsdbm/User16856, http://db.uwaterloo.ca/~galuc/wsdbm/User10448, http://db.uwaterloo.ca/~galuc/wsdbm/User15860, http://db.uwaterloo.ca/~galuc/wsdbm/User1905]"
59,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17818, http://db.uwaterloo.ca/~galuc/wsdbm/User2572, http://db.uwaterloo.ca/~galuc/wsdbm/User1227, http://db.uwaterloo.ca/~galuc/wsdbm/User9709]"
60,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3365, http://db.uwaterloo.ca/~galuc/wsdbm/User3962, http://db.uwaterloo.ca/~galuc/wsdbm/User734, http://db.uwaterloo.ca/~galuc/wsdbm/User12610, http://db.uwaterloo.ca/~galuc/wsdbm/User11614, http://db.uwaterloo.ca/~galuc/wsdbm/User13048, http://db.uwaterloo.ca/~galuc/wsdbm/User19061, http://db.uwaterloo.ca/~galuc/wsdbm/User6964]"
61,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3639, http://db.uwaterloo.ca/~galuc/wsdbm/User9667]"
62,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13336, http://db.uwaterloo.ca/~galuc/wsdbm/User5010, http://db.uwaterloo.ca/~galuc/wsdbm/User2235]"
63,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17893, http://db.uwaterloo.ca/~galuc/wsdbm/User12080]"
64,"[http://db.uwaterloo.ca/~galuc/wsdbm/User7021, http://db.uwaterloo.ca/~galuc/wsdbm/User976, http://db.uwaterloo.ca/~galuc/wsdbm/User2645, http://db.uwaterloo.ca/~galuc/wsdbm/User15056, http://db.uwaterloo.ca/~galuc/wsdbm/User14516, http://db.uwaterloo.ca/~galuc/wsdbm/User18145]"
65,[http://db.uwaterloo.ca/~galuc/wsdbm/User7129]
66,"[http://db.uwaterloo.ca/~galuc/wsdbm/User313, http://db.uwaterloo.ca/~galuc/wsdbm/User8374]"
67,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4459, http://db.uwaterloo.ca/~galuc/wsdbm/User7541, http://db.uwaterloo.ca/~galuc/wsdbm/User10855]"
68,"[http://db.uwaterloo.ca/~galuc/wsdbm/User12926, http://db.uwaterloo.ca/~galuc/wsdbm/User18499, http://db.uwaterloo.ca/~galuc/wsdbm/User8256, http://db.uwaterloo.ca/~galuc/wsdbm/User7704, http://db.uwaterloo.ca/~galuc/wsdbm/User18524]"
69,[http://db.uwaterloo.ca/~galuc/wsdbm/User387]
70,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8790, http://db.uwaterloo.ca/~galuc/wsdbm/User6210]"
71,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13089, http://db.uwaterloo.ca/~galuc/wsdbm/User1808, http://db.uwaterloo.ca/~galuc/wsdbm/User12934, http://db.uwaterloo.ca/~galuc/wsdbm/User13752, http://db.uwaterloo.ca/~galuc/wsdbm/User1650]"
72,[http://db.uwaterloo.ca/~galuc/wsdbm/User5297]
73,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13174, http://db.uwaterloo.ca/~galuc/wsdbm/User18810, http://db.uwaterloo.ca/~galuc/wsdbm/User15138, http://db.uwaterloo.ca/~galuc/wsdbm/User1572, http://db.uwaterloo.ca/~galuc/wsdbm/User11019, http://db.uwaterloo.ca/~galuc/wsdbm/User7092]"
74,"[http://db.uwaterloo.ca/~galuc/wsdbm/User6284, http://db.uwaterloo.ca/~galuc/wsdbm/User8848, http://db.uwaterloo.ca/~galuc/wsdbm/User4648, http://db.uwaterloo.ca/~galuc/wsdbm/User12605]"
75,[]
76,"[http://db.uwaterloo.ca/~galuc/wsdbm/User12686, http://db.uwaterloo.ca/~galuc/wsdbm/User730]"
77,[]
78,"[http://db.uwaterloo.ca/~galuc/wsdbm/User5320, http://db.uwaterloo.ca/~galuc/wsdbm/User8660]"
79,"[http://db.uwaterloo.ca/~galuc/wsdbm/User14970, http://db.uwaterloo.ca/~galuc/wsdbm/User10645, http://db.uwaterloo.ca/~galuc/wsdbm/User18976, http://db.uwaterloo.ca/~galuc/wsdbm/User10041]"
80,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17912, http://db.uwaterloo.ca/~galuc/wsdbm/User13689]"
81,"[http://db.uwaterloo.ca/~galuc/wsdbm/User7858, http://db.uwaterloo.ca/~galuc/wsdbm/User8847, http://db.uwaterloo.ca/~galuc/wsdbm/User16149]"
82,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13689, http://db.uwaterloo.ca/~galuc/wsdbm/User3311, http://db.uwaterloo.ca/~galuc/wsdbm/User14070, http://db.uwaterloo.ca/~galuc/wsdbm/User8980]"
83,"[http://db.uwaterloo.ca/~galuc/wsdbm/User5803, http://db.uwaterloo.ca/~galuc/wsdbm/User8791]"
84,"[http://db.uwaterloo.ca/~galuc/wsdbm/User12058, http://db.uwaterloo.ca/~galuc/wsdbm/User4640]"
85,[http://db.uwaterloo.ca/~galuc/wsdbm/User5441]
86,"[http://db.uwaterloo.ca/~galuc/wsdbm/User2766, http://db.uwaterloo.ca/~galuc/wsdbm/User12610, http://db.uwaterloo.ca/~galuc/wsdbm/User10577, http://db.uwaterloo.ca/~galuc/wsdbm/User16482, http://db.uwaterloo.ca/~galuc/wsdbm/User16936, http://db.uwaterloo.ca/~galuc/wsdbm/User15672]"
87,"[http://db.uwaterloo.ca/~galuc/wsdbm/User7812, http://db.uwaterloo.ca/~galuc/wsdbm/User17893, http://db.uwaterloo.ca/~galuc/wsdbm/User10210, http://db.uwaterloo.ca/~galuc/wsdbm/User13156, http://db.uwaterloo.ca/~galuc/wsdbm/User16621]"
88,"[http://db.uwaterloo.ca/~galuc/wsdbm/User313, http://db.uwaterloo.ca/~galuc/wsdbm/User5199]"
89,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3265, http://db.uwaterloo.ca/~galuc/wsdbm/User19146, http://db.uwaterloo.ca/~galuc/wsdbm/User9422]"
90,[http://db.uwaterloo.ca/~galuc/wsdbm/User9755]
91,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13765, http://db.uwaterloo.ca/~galuc/wsdbm/User1366, http://db.uwaterloo.ca/~galuc/wsdbm/User456, http://db.uwaterloo.ca/~galuc/wsdbm/User3973]"
92,"[http://db.uwaterloo.ca/~galuc/wsdbm/User308, http://db.uwaterloo.ca/~galuc/wsdbm/User631, http://db.uwaterloo.ca/~galuc/wsdbm/User11103]"
93,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17970, http://db.uwaterloo.ca/~galuc/wsdbm/User9465]"
94,"[http://db.uwaterloo.ca/~galuc/wsdbm/User19228, http://db.uwaterloo.ca/~galuc/wsdbm/User605]"
95,[http://db.uwaterloo.ca/~galuc/wsdbm/User8064]
96,"[http://db.uwaterloo.ca/~galuc/wsdbm/User1908, http://db.uwaterloo.ca/~galuc/wsdbm/User7949, http://db.uwaterloo.ca/~galuc/wsdbm/User19887, http://db.uwaterloo.ca/~galuc/wsdbm/User16800, http://db.uwaterloo.ca/~galuc/wsdbm/User2028, http://db.uwaterloo.ca/~galuc/wsdbm/User12079]"
97,"[http://db.uwaterloo.ca/~galuc/wsdbm/User1079, http://db.uwaterloo.ca/~galuc/wsdbm/User5177]"
98,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4212, http://db.uwaterloo.ca/~galuc/wsdbm/User13110]"
99,"[http://db.uwaterloo.ca/~galuc/wsdbm/User19099, http://db.uwaterloo.ca/~galuc/wsdbm/User15566, http://db.uwaterloo.ca/~galuc/wsdbm/User4955, http://db.uwaterloo.ca/~galuc/wsdbm/User19923, http://db.uwaterloo.ca/~galuc/wsdbm/User6445, http://db.uwaterloo.ca/~galuc/wsdbm/User17360, http://db.uwaterloo.ca/~galuc/wsdbm/User11831, http://db.uwaterloo.ca/~galuc/wsdbm/User8823, http://db.uwaterloo.ca/~galuc/wsdbm/User7471]"
100,[http://db.uwaterloo.ca/~galuc/wsdbm/User18461]
101,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17695, http://db.uwaterloo.ca/~galuc/wsdbm/User2230, http://db.uwaterloo.ca/~galuc/wsdbm/User2498]"
102,"[http://db.uwaterloo.ca/~galuc/wsdbm/User19562, http://db.uwaterloo.ca/~galuc/wsdbm/User16350, http://db.uwaterloo.ca/~galuc/wsdbm/User5205]"
103,"[http://db.uwaterloo.ca/~galuc/wsdbm/User19743, http://db.uwaterloo.ca/~galuc/wsdbm/User18738, http://db.uwaterloo.ca/~galuc/wsdbm/User8979, http://db.uwaterloo.ca/~galuc/wsdbm/User4256]"
104,"[http://db.uwaterloo.ca/~galuc/wsdbm/User18840, http://db.uwaterloo.ca/~galuc/wsdbm/User17741, http://db.uwaterloo.ca/~galuc/wsdbm/User3034, http://db.uwaterloo.ca/~galuc/wsdbm/User16426, http://db.uwaterloo.ca/~galuc/wsdbm/User4586]"
105,"[http://db.uwaterloo.ca/~galuc/wsdbm/User15147, http://db.uwaterloo.ca/~galuc/wsdbm/User3056]"
106,[http://db.uwaterloo.ca/~galuc/wsdbm/User7156]
107,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17313, http://db.uwaterloo.ca/~galuc/wsdbm/User898, http://db.uwaterloo.ca/~galuc/wsdbm/User19598, http://db.uwaterloo.ca/~galuc/wsdbm/User4002, http://db.uwaterloo.ca/~galuc/wsdbm/User12318, http://db.uwaterloo.ca/~galuc/wsdbm/User4636, http://db.uwaterloo.ca/~galuc/wsdbm/User730, http://db.uwaterloo.ca/~galuc/wsdbm/User5010, http://db.uwaterloo.ca/~galuc/wsdbm/User18461]"
108,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4003, http://db.uwaterloo.ca/~galuc/wsdbm/User2230]"
109,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13586, http://db.uwaterloo.ca/~galuc/wsdbm/User13534, http://db.uwaterloo.ca/~galuc/wsdbm/User9219, http://db.uwaterloo.ca/~galuc/wsdbm/User15914, http://db.uwaterloo.ca/~galuc/wsdbm/User7217]"
110,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4850, http://db.uwaterloo.ca/~galuc/wsdbm/User12189]"
111,"[http://db.uwaterloo.ca/~galuc/wsdbm/User14273, http://db.uwaterloo.ca/~galuc/wsdbm/User15776, http://db.uwaterloo.ca/~galuc/wsdbm/User1195]"
112,"[http://db.uwaterloo.ca/~galuc/wsdbm/User14257, http://db.uwaterloo.ca/~galuc/wsdbm/User17816, http://db.uwaterloo.ca/~galuc/wsdbm/User12932]"
113,[]
114,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8397, http://db.uwaterloo.ca/~galuc/wsdbm/User10670, http://db.uwaterloo.ca/~galuc/wsdbm/User7658]"
115,"[http://db.uwaterloo.ca/~galuc/wsdbm/User16417, http://db.uwaterloo.ca/~galuc/wsdbm/User6601]"
116,"[http://db.uwaterloo.ca/~galuc/wsdbm/User16344, http://db.uwaterloo.ca/~galuc/wsdbm/User19423]"
117,"[http://db.uwaterloo.ca/~galuc/wsdbm/User15689, http://db.uwaterloo.ca/~galuc/wsdbm/User7994, http://db.uwaterloo.ca/~galuc/wsdbm/User3972]"
118,"[http://db.uwaterloo.ca/~galuc/wsdbm/User10619, http://db.uwaterloo.ca/~galuc/wsdbm/User15635, http://db.uwaterloo.ca/~galuc/wsdbm/User16160, http://db.uwaterloo.ca/~galuc/wsdbm/User13170]"
119,"[http://db.uwaterloo.ca/~galuc/wsdbm/User15829, http://db.uwaterloo.ca/~galuc/wsdbm/User14874, http://db.uwaterloo.ca/~galuc/wsdbm/User19741]"
120,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4797, http://db.uwaterloo.ca/~galuc/wsdbm/User6190]"
121,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11596, http://db.uwaterloo.ca/~galuc/wsdbm/User2193, http://db.uwaterloo.ca/~galuc/wsdbm/User17912, http://db.uwaterloo.ca/~galuc/wsdbm/User5092, http://db.uwaterloo.ca/~galuc/wsdbm/User6819, http://db.uwaterloo.ca/~galuc/wsdbm/User19197]"
122,"[http://db.uwaterloo.ca/~galuc/wsdbm/User689, http://db.uwaterloo.ca/~galuc/wsdbm/User16426, http://db.uwaterloo.ca/~galuc/wsdbm/User11388, http://db.uwaterloo.ca/~galuc/wsdbm/User1969, http://db.uwaterloo.ca/~galuc/wsdbm/User13281]"
123,[]
124,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3515, http://db.uwaterloo.ca/~galuc/wsdbm/User2568]"
125,"[http://db.uwaterloo.ca/~galuc/wsdbm/User5587, http://db.uwaterloo.ca/~galuc/wsdbm/User705, http://db.uwaterloo.ca/~galuc/wsdbm/User8868, http://db.uwaterloo.ca/~galuc/wsdbm/User11580, http://db.uwaterloo.ca/~galuc/wsdbm/User12686, http://db.uwaterloo.ca/~galuc/wsdbm/User14336, http://db.uwaterloo.ca/~galuc/wsdbm/User11879, http://db.uwaterloo.ca/~galuc/wsdbm/User8736, http://db.uwaterloo.ca/~galuc/wsdbm/User19494, http://db.uwaterloo.ca/~galuc/wsdbm/User5661, http://db.uwaterloo.ca/~galuc/wsdbm/User4745]"
126,"[http://db.uwaterloo.ca/~galuc/wsdbm/User18355, http://db.uwaterloo.ca/~galuc/wsdbm/User8751, http://db.uwaterloo.ca/~galuc/wsdbm/User15346]"
127,"[http://db.uwaterloo.ca/~galuc/wsdbm/User16407, http://db.uwaterloo.ca/~galuc/wsdbm/User4450]"
128,"[http://db.uwaterloo.ca/~galuc/wsdbm/User1559, http://db.uwaterloo.ca/~galuc/wsdbm/User2439, http://db.uwaterloo.ca/~galuc/wsdbm/User12562]"
129,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11588, http://db.uwaterloo.ca/~galuc/wsdbm/User14752, http://db.uwaterloo.ca/~galuc/wsdbm/User11831]"
130,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3649, http://db.uwaterloo.ca/~galuc/wsdbm/User5283]"
131,"[http://db.uwaterloo.ca/~galuc/wsdbm/User1994, http://db.uwaterloo.ca/~galuc/wsdbm/User9532, http://db.uwaterloo.ca/~galuc/wsdbm/User15712, http://db.uwaterloo.ca/~galuc/wsdbm/User2121, http://db.uwaterloo.ca/~galuc/wsdbm/User4055, http://db.uwaterloo.ca/~galuc/wsdbm/User7411]"
132,"[http://db.uwaterloo.ca/~galuc/wsdbm/User6284, http://db.uwaterloo.ca/~galuc/wsdbm/User14828, http://db.uwaterloo.ca/~galuc/wsdbm/User730, http://db.uwaterloo.ca/~galuc/wsdbm/User16556, http://db.uwaterloo.ca/~galuc/wsdbm/User17452, http://db.uwaterloo.ca/~galuc/wsdbm/User19894]"
133,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4305, http://db.uwaterloo.ca/~galuc/wsdbm/User11481]"
134,[http://db.uwaterloo.ca/~galuc/wsdbm/User19197]
135,[http://db.uwaterloo.ca/~galuc/wsdbm/User215]
136,"[http://db.uwaterloo.ca/~galuc/wsdbm/User15505, http://db.uwaterloo.ca/~galuc/wsdbm/User7381, http://db.uwaterloo.ca/~galuc/wsdbm/User9958, http://db.uwaterloo.ca/~galuc/wsdbm/User12196, http://db.uwaterloo.ca/~galuc/wsdbm/User2280]"
137,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3639, http://db.uwaterloo.ca/~galuc/wsdbm/User8951, http://db.uwaterloo.ca/~galuc/wsdbm/User14934]"
138,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11574, http://db.uwaterloo.ca/~galuc/wsdbm/User19839]"
139,"[http://db.uwaterloo.ca/~galuc/wsdbm/User15689, http://db.uwaterloo.ca/~galuc/wsdbm/User15829, http://db.uwaterloo.ca/~galuc/wsdbm/User14129, http://db.uwaterloo.ca/~galuc/wsdbm/User19146]"
